idlojista,idsku,lojista,cluster,mundo,idcompra,qtd_sku,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,taxa_aprovacao
30976,1503492962,10Estrela,AAA,Móveis,226319546,1,1,1,0,0,86.0900,0.0000,0E-8
30976,1504318256,10Estrela,AAA,Móveis,228364646,9,9,9,8,8,3680.3700,3283.1200,0.89206248
10138,55005949,MegaMamute,AAA,Tecnologia,228039815,33,31,33,17,17,58020.9300,29582.4100,0.50985756
10138,1500522381,MegaMamute,AAA,Tecnologia,228302124,50,43,50,44,37,6972.7000,6116.9200,0.87726706
10138,1500795072,MegaMamute,AAA,Tecnologia,228891551,2,2,2,2,2,1321.3300,1321.3300,1.00000000
10138,1504111601,MegaMamute,AAA,Tecnologia,227059675,1,1,1,0,0,1548.1400,0.0000,0E-8
10138,1504710510,MegaMamute,AAA,Tecnologia,228202127,4,4,4,1,1,4735.4300,1189.5500,0.25120211
30976,6655396,10Estrela,AAA,Móveis,229701115,1,1,1,1,1,143.6200,143.6200,1.00000000
30976,9284536,10Estrela,AAA,Móveis,225968721,8,7,8,5,5,313.3000,201.0000,0.64155761
30976,10307849,10Estrela,AAA,Móveis,228186589,1,1,1,1,1,341.9000,341.9000,1.00000000
30976,10415479,10Estrela,AAA,Móveis,225979919,1,1,1,1,1,780.4400,780.4400,1.00000000
30976,10859466,10Estrela,AAA,Móveis,227595250,2,2,2,0,0,127.8400,0.0000,0E-8
30976,11265824,10Estrela,AAA,Móveis,228718269,3,3,3,2,2,87.8000,57.6500,0.65660592
30976,12562716,10Estrela,AAA,Móveis,227239038,1,1,1,0,0,102.2200,0.0000,0E-8
30976,13147574,10Estrela,AAA,Móveis,226951913,1,1,1,0,0,279.9500,0.0000,0E-8
30976,1500299444,10Estrela,AAA,Móveis,227515762,1,1,1,0,0,107.2400,0.0000,0E-8
30976,1500411221,10Estrela,AAA,Móveis,227569475,1,1,1,0,0,104.3700,0.0000,0E-8
30976,1502887838,10Estrela,AAA,Móveis,228498983,7,7,7,6,6,2400.7900,2060.6500,0.85832164
10138,12758491,MegaMamute,AAA,Tecnologia,227729919,8,7,8,4,4,4854.9700,2386.3800,0.49153342
10138,15147717,MegaMamute,AAA,Tecnologia,227264786,49,35,49,31,19,19973.9100,12531.5500,0.62739594
10138,55005951,MegaMamute,AAA,Tecnologia,228369076,118,115,118,48,47,202527.2800,82372.7100,0.40672402
10138,1500305747,MegaMamute,AAA,Tecnologia,225442582,91,84,91,55,48,50124.3100,30163.8100,0.60178005
10138,1503736007,MegaMamute,AAA,Tecnologia,229192469,102,101,102,61,60,188868.5100,112937.0100,0.59796633
30976,7138040,10Estrela,AAA,Móveis,228933516,2,2,2,2,2,75.2000,75.2000,1.00000000
30976,10817195,10Estrela,AAA,Móveis,229418650,1,1,1,0,0,180.5800,0.0000,0E-8
30976,11754745,10Estrela,AAA,Móveis,225605501,1,1,1,1,1,207.0200,207.0200,1.00000000
30976,12020824,10Estrela,AAA,Móveis,228726446,7,7,7,5,5,727.6100,532.9300,0.73243908
30976,12599231,10Estrela,AAA,Móveis,226607384,1,1,1,1,1,34.3200,34.3200,1.00000000
30976,12829457,10Estrela,AAA,Móveis,227182986,1,1,1,1,1,720.8700,720.8700,1.00000000
30976,12832516,10Estrela,AAA,Móveis,226657453,1,1,1,1,1,182.5400,182.5400,1.00000000
30976,13394277,10Estrela,AAA,Móveis,229254699,1,1,1,1,1,62.2400,62.2400,1.00000000
30976,13399747,10Estrela,AAA,Móveis,229659269,1,1,1,1,1,140.8500,140.8500,1.00000000
30976,13685282,10Estrela,AAA,Móveis,228508288,1,1,1,0,0,232.6300,0.0000,0E-8
30976,13796730,10Estrela,AAA,Móveis,229677976,1,1,1,1,1,1166.4100,1166.4100,1.00000000
30976,1504241105,10Estrela,AAA,Móveis,228141538,3,3,3,3,3,2312.3500,2312.3500,1.00000000
30976,1504507935,10Estrela,AAA,Móveis,228807941,1,1,1,0,0,425.6400,0.0000,0E-8
10138,11749154,MegaMamute,AAA,Tecnologia,226561074,33,33,33,16,16,20589.3300,9880.5600,0.47988740
10138,1500588287,MegaMamute,AAA,Tecnologia,228897237,1,1,1,1,1,1271.9900,1271.9900,1.00000000
10138,1501246292,MegaMamute,AAA,Tecnologia,229071839,3,3,3,3,3,4725.1300,4725.1300,1.00000000
10138,1504348230,MegaMamute,AAA,Tecnologia,225538842,1,1,1,1,1,442.2900,442.2900,1.00000000
30976,47279,10Estrela,AAA,Móveis,227504630,1,1,1,1,1,276.4500,276.4500,1.00000000
30976,434634,10Estrela,AAA,Móveis,227993772,1,1,1,1,1,264.7100,264.7100,1.00000000
30976,10030008,10Estrela,AAA,Móveis,228735730,2,2,2,2,2,406.5500,406.5500,1.00000000
30976,12405231,10Estrela,AAA,Móveis,227902050,8,8,8,6,6,4245.3200,3177.8200,0.74854663
30976,12628074,10Estrela,AAA,Móveis,228489745,3,3,3,2,2,790.2000,506.2300,0.64063528
30976,12702241,10Estrela,AAA,Móveis,226350007,2,2,2,2,2,318.0500,318.0500,1.00000000
30976,1500412022,10Estrela,AAA,Móveis,225929856,1,1,1,1,1,140.7200,140.7200,1.00000000
30976,1502288378,10Estrela,AAA,Móveis,225780440,5,5,5,5,5,537.9300,537.9300,1.00000000
30976,1502854058,10Estrela,AAA,Móveis,228934149,39,39,39,24,24,25451.4100,15527.3300,0.61007740
30976,1504013604,10Estrela,AAA,Móveis,227155878,7,7,7,7,7,1313.7300,1313.7300,1.00000000
30976,1504057750,10Estrela,AAA,Móveis,227825335,50,50,50,31,31,59820.9700,36897.1900,0.61679358
30976,1504191677,10Estrela,AAA,Móveis,227956985,2,2,2,0,0,308.5400,0.0000,0E-8
30976,1691529,10Estrela,AAA,Móveis,227932094,1,1,1,1,1,1283.7400,1283.7400,1.00000000
30976,5877746,10Estrela,AAA,Móveis,225417922,1,1,1,1,1,65.3300,65.3300,1.00000000
30976,9929856,10Estrela,AAA,Móveis,226260490,6,6,6,6,6,779.4100,779.4100,1.00000000
30976,11400346,10Estrela,AAA,Móveis,228790758,1,1,1,1,1,140.1100,140.1100,1.00000000
30976,11447969,10Estrela,AAA,Móveis,226216501,2,2,2,2,2,546.0300,546.0300,1.00000000
30976,13399469,10Estrela,AAA,Móveis,225394574,1,1,1,1,1,248.7400,248.7400,1.00000000
30976,14048039,10Estrela,AAA,Móveis,226896867,1,1,1,1,1,709.9000,709.9000,1.00000000
30976,14634955,10Estrela,AAA,Móveis,229247251,9,9,9,8,8,1485.4400,1317.6800,0.88706377
30976,14944232,10Estrela,AAA,Móveis,226500588,1,1,1,1,1,75.9300,75.9300,1.00000000
30976,15168288,10Estrela,AAA,Móveis,228775729,1,1,1,0,0,222.5300,0.0000,0E-8
30976,1500412027,10Estrela,AAA,Móveis,228120879,1,1,1,1,1,38.4500,38.4500,1.00000000
30976,1503356553,10Estrela,AAA,Móveis,226885654,1,1,1,1,1,90.9000,90.9000,1.00000000
10138,11471438,MegaMamute,AAA,Tecnologia,226294110,12,12,12,9,9,1903.0000,1431.3200,0.75213873
10138,1501591894,MegaMamute,AAA,Tecnologia,228914875,2,2,2,0,0,3214.5600,0.0000,0E-8
30976,4658053,10Estrela,AAA,Móveis,227298139,1,1,1,1,1,148.3800,148.3800,1.00000000
30976,7498785,10Estrela,AAA,Móveis,227741401,28,28,28,2,2,8146.3300,567.2300,0.06963013
30976,13109318,10Estrela,AAA,Móveis,226466043,1,1,1,0,0,126.3100,0.0000,0E-8
30976,13176935,10Estrela,AAA,Móveis,229532614,1,1,1,1,1,783.0500,783.0500,1.00000000
30976,14174963,10Estrela,AAA,Móveis,225722968,2,2,2,1,1,2044.7900,1006.8900,0.49241731
30976,1501459614,10Estrela,AAA,Móveis,227711667,1,1,1,1,1,60.4100,60.4100,1.00000000
30976,1503035249,10Estrela,AAA,Móveis,228191047,1,1,1,1,1,778.7000,778.7000,1.00000000
30976,1504340644,10Estrela,AAA,Móveis,228157158,1,1,1,1,1,281.0400,281.0400,1.00000000
30976,1504490172,10Estrela,AAA,Móveis,225507664,1,1,1,1,1,575.5300,575.5300,1.00000000
30976,3422999,10Estrela,AAA,Móveis,226943801,2,2,2,1,1,579.9200,297.4000,0.51282936
30976,5877706,10Estrela,AAA,Móveis,227158219,2,2,2,2,2,109.7700,109.7700,1.00000000
30976,6456636,10Estrela,AAA,Móveis,229166168,99,99,99,84,84,54032.7500,45984.3100,0.85104515
30976,7787294,10Estrela,AAA,Móveis,229529326,1,1,1,1,1,140.3700,140.3700,1.00000000
30976,9800349,10Estrela,AAA,Móveis,228724370,2,2,2,2,2,186.8000,186.8000,1.00000000
30976,10184788,10Estrela,AAA,Móveis,226522195,19,19,19,10,10,1762.5100,913.4800,0.51828358
30976,11143890,10Estrela,AAA,Móveis,228729521,1,1,1,1,1,119.9000,119.9000,1.00000000
30976,11477183,10Estrela,AAA,Móveis,227131343,2,2,2,1,1,183.2000,89.9800,0.49115721
30976,13222247,10Estrela,AAA,Móveis,227091264,4,4,4,3,3,695.5400,523.1600,0.75216379
30976,1501862434,10Estrela,AAA,Móveis,225834014,8,6,8,4,3,641.8800,319.8000,0.49822397
30976,9268989,10Estrela,AAA,Móveis,226918390,1,1,1,0,0,265.2100,0.0000,0E-8
30976,10378786,10Estrela,AAA,Móveis,226935187,5,5,5,3,3,588.8900,357.2400,0.60663282
30976,12734080,10Estrela,AAA,Móveis,226691070,1,1,1,1,1,116.0800,116.0800,1.00000000
30976,13468875,10Estrela,AAA,Móveis,225696849,1,1,1,1,1,195.9600,195.9600,1.00000000
30976,13479429,10Estrela,AAA,Móveis,226526382,2,1,2,2,1,182.1600,182.1600,1.00000000
30976,13955622,10Estrela,AAA,Móveis,227576947,1,1,1,1,1,156.2200,156.2200,1.00000000
30976,1501072317,10Estrela,AAA,Móveis,227185314,1,1,1,1,1,59.3400,59.3400,1.00000000
10138,1504071860,MegaMamute,AAA,Tecnologia,229569276,33,32,33,19,18,41571.9200,23938.4100,0.57583123
30976,17766,10Estrela,AAA,Móveis,225595578,2,2,2,2,2,603.4200,603.4200,1.00000000
30976,35763,10Estrela,AAA,Móveis,227474563,1,1,1,1,1,153.9000,153.9000,1.00000000
30976,5156259,10Estrela,AAA,Móveis,227119715,2,1,2,2,1,462.9200,462.9200,1.00000000
30976,11603990,10Estrela,AAA,Móveis,225547042,1,1,1,1,1,1038.8100,1038.8100,1.00000000
30976,12760692,10Estrela,AAA,Móveis,226374980,1,1,1,1,1,223.3400,223.3400,1.00000000
30976,13108965,10Estrela,AAA,Móveis,227315064,1,1,1,1,1,159.7900,159.7900,1.00000000
30976,13267680,10Estrela,AAA,Móveis,225435722,2,1,2,2,1,460.3200,460.3200,1.00000000
30976,1500876719,10Estrela,AAA,Móveis,228491833,1,1,1,0,0,231.4200,0.0000,0E-8
30976,1502762186,10Estrela,AAA,Móveis,228037766,1,1,1,1,1,198.1300,198.1300,1.00000000
30976,1504361387,10Estrela,AAA,Móveis,228172903,1,1,1,1,1,181.5300,181.5300,1.00000000
10138,7276877,MegaMamute,AAA,Tecnologia,225628246,6,6,6,4,4,4152.5800,2832.9400,0.68221202
10138,11772870,MegaMamute,AAA,Tecnologia,225934595,2,2,2,1,1,4959.1900,2468.4000,0.49774257
10138,14999774,MegaMamute,AAA,Tecnologia,229079080,1,1,1,1,1,991.1700,991.1700,1.00000000
10138,1500691553,MegaMamute,AAA,Tecnologia,227237674,24,23,24,10,10,9202.8600,3832.9400,0.41649444
10138,1504191053,MegaMamute,AAA,Tecnologia,228476179,5,5,5,4,4,6193.3500,4957.7900,0.80050215
30976,3416308,10Estrela,AAA,Móveis,227439697,1,1,1,1,1,846.8300,846.8300,1.00000000
30976,8695794,10Estrela,AAA,Móveis,226509798,1,1,1,0,0,240.4000,0.0000,0E-8
30976,11712615,10Estrela,AAA,Móveis,228087506,1,1,1,1,1,531.9000,531.9000,1.00000000
30976,12563853,10Estrela,AAA,Móveis,226305875,6,6,6,1,1,422.7900,71.3700,0.16880721
30976,13550222,10Estrela,AAA,Móveis,228248049,6,6,6,5,5,1186.6100,987.7100,0.83237964
30976,1500361604,10Estrela,AAA,Móveis,228110472,1,1,1,0,0,1030.9000,0.0000,0E-8
30976,1500412046,10Estrela,AAA,Móveis,227799313,1,1,1,1,1,1146.3100,1146.3100,1.00000000
30976,1502313099,10Estrela,AAA,Móveis,228104432,2,2,2,0,0,147.9000,0.0000,0E-8
30976,1503355464,10Estrela,AAA,Móveis,227476276,1,1,1,1,1,108.0900,108.0900,1.00000000
30976,1504436005,10Estrela,AAA,Móveis,228452310,4,4,4,3,3,660.2400,500.3600,0.75784563
10138,14226782,MegaMamute,AAA,Tecnologia,229403677,4,4,4,3,3,5926.7700,4442.9500,0.74964104
10138,1500426110,MegaMamute,AAA,Tecnologia,229438772,4,4,4,1,1,5422.2500,1347.9300,0.24859237
10138,1500607078,MegaMamute,AAA,Tecnologia,229524381,9,8,9,5,4,5982.7900,3287.1000,0.54942594
10138,1504643517,MegaMamute,AAA,Tecnologia,228892233,9,9,9,4,4,1998.6400,918.9200,0.45977265
30976,47318,10Estrela,AAA,Móveis,229569573,3,2,3,3,2,213.8700,213.8700,1.00000000
30976,6209470,10Estrela,AAA,Móveis,226681815,3,3,3,2,2,601.9400,398.0400,0.66126192
30976,8995185,10Estrela,AAA,Móveis,228018782,3,1,3,0,0,144.7800,0.0000,0E-8
30976,9029915,10Estrela,AAA,Móveis,227592941,2,2,2,2,2,124.7500,124.7500,1.00000000
30976,9213929,10Estrela,AAA,Móveis,226854019,6,6,6,3,3,1375.3600,687.4300,0.49981823
30976,11476953,10Estrela,AAA,Móveis,225379639,7,7,7,7,7,1227.5800,1227.5800,1.00000000
30976,11974610,10Estrela,AAA,Móveis,229480554,3,3,3,3,3,603.7100,603.7100,1.00000000
30976,12730876,10Estrela,AAA,Móveis,227129578,1,1,1,1,1,108.9700,108.9700,1.00000000
30976,12921649,10Estrela,AAA,Móveis,229646669,52,48,52,35,33,19901.8600,13397.1300,0.67315969
30976,14944803,10Estrela,AAA,Móveis,227853704,2,2,2,2,2,157.2000,157.2000,1.00000000
30976,15252714,10Estrela,AAA,Móveis,226150938,1,1,1,1,1,62.9000,62.9000,1.00000000
30976,1500351212,10Estrela,AAA,Móveis,229315268,1,1,1,1,1,835.1900,835.1900,1.00000000
30976,1501699438,10Estrela,AAA,Móveis,228860005,1,1,1,1,1,366.6800,366.6800,1.00000000
30976,1504002380,10Estrela,AAA,Móveis,226931288,10,10,10,10,10,3779.3000,3779.3000,1.00000000
30976,1504106937,10Estrela,AAA,Móveis,227188390,16,15,16,14,13,1843.0100,1621.0700,0.87957743
10138,1504263714,MegaMamute,AAA,Tecnologia,225489253,2,2,2,1,1,3805.4600,1888.7100,0.49631582
30976,2437755,10Estrela,AAA,Móveis,229205905,1,1,1,1,1,312.6300,312.6300,1.00000000
30976,6226257,10Estrela,AAA,Móveis,226933887,4,4,4,4,4,1295.9200,1295.9200,1.00000000
30976,12830639,10Estrela,AAA,Móveis,226447314,13,13,13,9,9,13903.7200,9654.8100,0.69440481
30976,13887920,10Estrela,AAA,Móveis,228222581,336,331,336,223,219,97290.2200,63792.2900,0.65569067
30976,13986592,10Estrela,AAA,Móveis,227769992,1,1,1,1,1,106.1400,106.1400,1.00000000
30976,1502721290,10Estrela,AAA,Móveis,225700402,1,1,1,1,1,108.6800,108.6800,1.00000000
30976,1504003031,10Estrela,AAA,Móveis,227515296,12,12,12,10,10,4386.5300,3660.1100,0.83439758
10138,1500323749,MegaMamute,AAA,Tecnologia,229119404,4,4,4,4,4,8761.7000,8761.7000,1.00000000
30976,1956699,10Estrela,AAA,Móveis,225920665,1,1,1,1,1,154.8000,154.8000,1.00000000
30976,2381258,10Estrela,AAA,Móveis,228464026,3,3,3,1,1,357.3100,126.5100,0.35406230
30976,4000008,10Estrela,AAA,Móveis,226348539,2,2,2,2,2,551.3900,551.3900,1.00000000
30976,12466397,10Estrela,AAA,Móveis,226943267,3,3,3,3,3,500.9400,500.9400,1.00000000
30976,12833524,10Estrela,AAA,Móveis,227526241,3,3,3,0,0,2908.6900,0.0000,0E-8
30976,13364459,10Estrela,AAA,Móveis,226383361,2,2,2,1,1,592.5900,293.7600,0.49572217
30976,13627983,10Estrela,AAA,Móveis,228428075,4,3,4,4,3,645.9000,645.9000,1.00000000
30976,13687343,10Estrela,AAA,Móveis,225540622,1,1,1,1,1,54.0600,54.0600,1.00000000
30976,14187598,10Estrela,AAA,Móveis,229213702,64,62,64,50,49,7951.1000,6200.3900,0.77981537
30976,14767776,10Estrela,AAA,Móveis,226750651,2,2,2,2,2,2708.8000,2708.8000,1.00000000
30976,1503360868,10Estrela,AAA,Móveis,226834184,1,1,1,1,1,53.1600,53.1600,1.00000000
30976,1503494525,10Estrela,AAA,Móveis,225781226,2,2,2,2,2,852.7400,852.7400,1.00000000
30976,1504481652,10Estrela,AAA,Móveis,226347338,1,1,1,1,1,191.9200,191.9200,1.00000000
30976,7998340,10Estrela,AAA,Móveis,229446292,2,2,2,2,2,154.1600,154.1600,1.00000000
30976,11721873,10Estrela,AAA,Móveis,226247676,2,2,2,2,2,722.4400,722.4400,1.00000000
30976,12622522,10Estrela,AAA,Móveis,226748074,8,8,8,2,2,2734.1300,679.9700,0.24869703
30976,13109008,10Estrela,AAA,Móveis,226790939,3,3,3,2,2,565.7500,363.2700,0.64210340
30976,13323410,10Estrela,AAA,Móveis,226459259,1,1,1,1,1,653.9200,653.9200,1.00000000
10138,4914069,MegaMamute,AAA,Tecnologia,229467704,7,7,7,5,5,12923.4600,9244.0400,0.71529142
30976,47319,10Estrela,AAA,Móveis,228157269,11,10,11,7,6,1588.8500,1010.5000,0.63599459
30976,200260,10Estrela,AAA,Móveis,229563791,1,1,1,1,1,608.0900,608.0900,1.00000000
30976,3440452,10Estrela,AAA,Móveis,226843213,5,5,5,3,3,2817.8500,1595.1400,0.56608407
30976,3790262,10Estrela,AAA,Móveis,225825108,1,1,1,1,1,81.5000,81.5000,1.00000000
30976,7498902,10Estrela,AAA,Móveis,225545467,10,10,10,2,2,2729.0700,539.1400,0.19755448
30976,9578652,10Estrela,AAA,Móveis,228530108,1,1,1,1,1,34.5900,34.5900,1.00000000
30976,11222195,10Estrela,AAA,Móveis,226306084,1,1,1,1,1,359.9000,359.9000,1.00000000
30976,12722980,10Estrela,AAA,Móveis,225503652,1,1,1,1,1,150.9000,150.9000,1.00000000
30976,12891947,10Estrela,AAA,Móveis,225747939,2,2,2,2,2,1840.4900,1840.4900,1.00000000
30976,14944313,10Estrela,AAA,Móveis,229310442,1,1,1,1,1,211.4300,211.4300,1.00000000
30976,1501665971,10Estrela,AAA,Móveis,227893639,1,1,1,1,1,567.9000,567.9000,1.00000000
30976,1502486161,10Estrela,AAA,Móveis,227294479,4,4,4,3,3,619.0900,471.3000,0.76127865
30976,1503493463,10Estrela,AAA,Móveis,228340878,1,1,1,1,1,235.1300,235.1300,1.00000000
10138,12009336,MegaMamute,AAA,Tecnologia,225833391,1,1,1,1,1,1628.5700,1628.5700,1.00000000
10138,1504819908,MegaMamute,AAA,Tecnologia,229092111,1,1,1,0,0,1025.8500,0.0000,0E-8
30976,2941920,10Estrela,AAA,Móveis,226128337,1,1,1,1,1,33.2400,33.2400,1.00000000
30976,6370467,10Estrela,AAA,Móveis,226900913,1,1,1,0,0,453.2700,0.0000,0E-8
30976,7054457,10Estrela,AAA,Móveis,229491378,1,1,1,1,1,120.9500,120.9500,1.00000000
30976,9051002,10Estrela,AAA,Móveis,227672089,1,1,1,1,1,49.1800,49.1800,1.00000000
30976,11243895,10Estrela,AAA,Móveis,226731144,1,1,1,0,0,1173.0000,0.0000,0E-8
30976,12699814,10Estrela,AAA,Móveis,228179352,1,1,1,1,1,1158.8800,1158.8800,1.00000000
30976,14767756,10Estrela,AAA,Móveis,229143473,3,3,3,3,3,3510.6400,3510.6400,1.00000000
30976,14996526,10Estrela,AAA,Móveis,225695628,3,3,3,1,1,543.8400,184.8700,0.33993454
30976,1504340630,10Estrela,AAA,Móveis,226373795,1,1,1,1,1,234.6300,234.6300,1.00000000
10138,11700659,MegaMamute,AAA,Tecnologia,226387150,1,1,1,1,1,154.9200,154.9200,1.00000000
10138,15395757,MegaMamute,AAA,Tecnologia,225401207,3,3,3,1,1,2761.6500,892.9000,0.32332120
10138,1500631518,MegaMamute,AAA,Tecnologia,226748961,69,69,69,37,37,121358.9700,64774.7700,0.53374522
10138,1501121338,MegaMamute,AAA,Tecnologia,226447239,6,6,6,6,6,4046.8700,4046.8700,1.00000000
10138,1504000672,MegaMamute,AAA,Tecnologia,225466919,1,1,1,1,1,316.8100,316.8100,1.00000000
30976,434635,10Estrela,AAA,Móveis,228655052,6,6,6,6,6,1788.0800,1788.0800,1.00000000
30976,3578170,10Estrela,AAA,Móveis,229417631,1,1,1,0,0,1058.3500,0.0000,0E-8
30976,5145868,10Estrela,AAA,Móveis,227164399,2,2,2,1,1,628.5100,313.4100,0.49865555
30976,9051350,10Estrela,AAA,Móveis,229069048,1,1,1,1,1,275.8800,275.8800,1.00000000
30976,12127153,10Estrela,AAA,Móveis,226184206,2,2,2,1,1,241.2500,127.4400,0.52824870
30976,13293511,10Estrela,AAA,Móveis,225865092,25,25,25,17,17,2695.8500,1831.9700,0.67955190
30976,1502748648,10Estrela,AAA,Móveis,229562697,1,1,1,1,1,143.5600,143.5600,1.00000000
30976,1504011445,10Estrela,AAA,Móveis,227810504,2,2,2,1,1,638.4900,297.4200,0.46581779
10138,8155642,MegaMamute,AAA,Tecnologia,227893169,13,11,13,11,9,6075.6400,5030.0500,0.82790455
10138,55007168,MegaMamute,AAA,Tecnologia,229704979,2,2,2,2,2,2342.2900,2342.2900,1.00000000
10138,1501657682,MegaMamute,AAA,Tecnologia,225351038,106,105,106,53,53,163973.9100,82184.7600,0.50120632
30976,34909,10Estrela,AAA,Móveis,227636570,2,2,2,1,1,1234.5300,609.0800,0.49336995
30976,9929964,10Estrela,AAA,Móveis,225866678,4,4,4,1,1,1058.5200,264.6300,0.25000000
30976,10431128,10Estrela,AAA,Móveis,227912924,2,2,2,2,2,293.7100,293.7100,1.00000000
30976,12564309,10Estrela,AAA,Móveis,228110634,1,1,1,1,1,69.0500,69.0500,1.00000000
30976,13115911,10Estrela,AAA,Móveis,228007587,1,1,1,0,0,245.1100,0.0000,0E-8
30976,1500154500,10Estrela,AAA,Móveis,228784440,1,1,1,0,0,54.0300,0.0000,0E-8
30976,1502992055,10Estrela,AAA,Móveis,228144909,6,2,6,6,2,342.8800,342.8800,1.00000000
10138,15391858,MegaMamute,AAA,Tecnologia,229531255,1,1,1,1,1,902.0000,902.0000,1.00000000
10138,1500509982,MegaMamute,AAA,Tecnologia,226857932,4,4,4,4,4,9930.6300,9930.6300,1.00000000
30976,8433843,10Estrela,AAA,Móveis,227800977,1,1,1,0,0,173.7200,0.0000,0E-8
30976,9253002,10Estrela,AAA,Móveis,226061097,8,8,8,4,4,1030.9400,520.8200,0.50518944
30976,9808516,10Estrela,AAA,Móveis,229088709,2,2,2,2,2,442.8200,442.8200,1.00000000
30976,12049938,10Estrela,AAA,Móveis,226457636,1,1,1,1,1,582.9400,582.9400,1.00000000
30976,12699022,10Estrela,AAA,Móveis,229647028,12,12,12,8,8,38607.9700,25704.9300,0.66579336
30976,13414103,10Estrela,AAA,Móveis,225747804,4,4,4,4,4,615.3300,615.3300,1.00000000
30976,1504013895,10Estrela,AAA,Móveis,228468078,10,10,10,8,8,13541.9800,10811.6600,0.79838103
30976,1504450034,10Estrela,AAA,Móveis,225372284,2,2,2,2,2,241.0800,241.0800,1.00000000
10138,13369266,MegaMamute,AAA,Tecnologia,225374390,1,1,1,1,1,392.4300,392.4300,1.00000000
10138,1500938728,MegaMamute,AAA,Tecnologia,226306573,1,1,1,0,0,1942.2400,0.0000,0E-8
10138,1502726598,MegaMamute,AAA,Tecnologia,227757645,1,1,1,0,0,1328.0300,0.0000,0E-8
10138,1504643437,MegaMamute,AAA,Tecnologia,228151541,2,2,2,1,1,533.0300,253.6400,0.47584564
30976,36883,10Estrela,AAA,Móveis,229568868,1,1,1,1,1,69.9000,69.9000,1.00000000
30976,4441487,10Estrela,AAA,Móveis,227764488,8,8,8,8,8,2725.7700,2725.7700,1.00000000
30976,7490486,10Estrela,AAA,Móveis,228244211,5,5,5,3,3,1456.6300,868.6300,0.59632851
30976,10066882,10Estrela,AAA,Móveis,225716640,1,1,1,1,1,1099.0100,1099.0100,1.00000000
30976,12564315,10Estrela,AAA,Móveis,225501980,2,2,2,2,2,253.6700,253.6700,1.00000000
30976,13563985,10Estrela,AAA,Móveis,228817542,1,1,1,0,0,273.5900,0.0000,0E-8
30976,1500072058,10Estrela,AAA,Móveis,226744518,1,1,1,1,1,1273.1700,1273.1700,1.00000000
30976,1501862588,10Estrela,AAA,Móveis,225625501,2,2,2,1,1,143.5700,76.2900,0.53137842
30976,1503215345,10Estrela,AAA,Móveis,226726499,1,1,1,1,1,197.5600,197.5600,1.00000000
30976,1504340358,10Estrela,AAA,Móveis,229552442,1,1,1,0,0,270.9000,0.0000,0E-8
30976,1504352085,10Estrela,AAA,Móveis,226364778,2,2,2,1,1,761.4700,371.2100,0.48749130
10138,12900077,MegaMamute,AAA,Tecnologia,229478151,11,5,11,10,4,1031.2700,932.7600,0.90447700
10138,13236465,MegaMamute,AAA,Tecnologia,225684811,2,2,2,2,2,1416.9600,1416.9600,1.00000000
30976,5387800,10Estrela,AAA,Móveis,228103781,1,1,1,0,0,349.3500,0.0000,0E-8
30976,7091599,10Estrela,AAA,Móveis,225528115,1,1,1,1,1,55.4900,55.4900,1.00000000
30976,7906859,10Estrela,AAA,Móveis,226939852,81,74,81,77,70,12685.3800,12021.2600,0.94764682
30976,12157745,10Estrela,AAA,Móveis,227747966,1,1,1,1,1,158.1700,158.1700,1.00000000
30976,13527779,10Estrela,AAA,Móveis,226571993,1,1,1,1,1,285.5300,285.5300,1.00000000
30976,1500927935,10Estrela,AAA,Móveis,228546680,1,1,1,1,1,863.0000,863.0000,1.00000000
30976,1501564443,10Estrela,AAA,Móveis,229194193,2,2,2,1,1,334.5800,163.2600,0.48795505
30976,1502062201,10Estrela,AAA,Móveis,225629820,1,1,1,1,1,68.9000,68.9000,1.00000000
30976,1502860064,10Estrela,AAA,Móveis,225347738,1,1,1,1,1,76.5600,76.5600,1.00000000
10138,1500182191,MegaMamute,AAA,Tecnologia,229291852,11,10,11,5,4,25164.7600,11499.6600,0.45697475
10138,1500441865,MegaMamute,AAA,Tecnologia,229466569,5,5,5,2,2,8355.0400,3291.7600,0.39398495
10138,1504304885,MegaMamute,AAA,Tecnologia,227276175,22,22,22,14,14,7770.6800,4982.5500,0.64119871
30976,464272,10Estrela,AAA,Móveis,228915225,12,11,12,10,9,475.1500,398.5400,0.83876671
30976,1956747,10Estrela,AAA,Móveis,226467793,12,12,12,10,10,687.7200,564.9200,0.82143896
30976,8858386,10Estrela,AAA,Móveis,225449131,2,2,2,1,1,5988.0200,2979.1000,0.49751003
30976,10127787,10Estrela,AAA,Móveis,227850762,1,1,1,1,1,305.3400,305.3400,1.00000000
30976,10939552,10Estrela,AAA,Móveis,225522199,5,5,5,4,4,764.9200,614.8700,0.80383570
30976,11701432,10Estrela,AAA,Móveis,227711955,2,2,2,2,2,847.6600,847.6600,1.00000000
30976,12622539,10Estrela,AAA,Móveis,226180063,1,1,1,1,1,355.5100,355.5100,1.00000000
30976,12838164,10Estrela,AAA,Móveis,225378184,2,2,2,2,2,146.8000,146.8000,1.00000000
30976,13351135,10Estrela,AAA,Móveis,227712928,5,5,5,1,1,167.1000,36.0900,0.21597846
