idlojista,DtCriacaoProtocolo,DtFechamentoProtocolo,QtProtocolo,VrTotalProtocolo,VrTotalProtocoloAbsoluto,QtProtocoloAberto,QtProtocoloFechado,QtProtocoloSemResposta24Horas,QtProtocoloSemResposta48Horas,QtProtocoloReclamacao,QtProtocoloAbertoReclamacao,VrTotalProtocoloReclamacao,VrTotalProtocoloReclamacaoAbsoluto,QtTotalRecontato,QtTotalCanalEspecial,QtTotalFilaMarketPlace,QtTotalFilaLojista,TxReclamacao,DhAtualizacao,year_partition,month_partition,day_partition
30976,2020-08-18,2020-09-09,3,-1043.79,1717.03,0,3,0,0,2,0,-327.29,1000.53,7,0,1,0,0.6667,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-09-10,2020-09-22,12,2194.51,4359.47,0,12,0,0,5,0,2185.08,2185.08,3,1,7,1,0.4167,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-09-06,2020-09-14,1,275.22,275.22,0,1,0,0,1,0,275.22,275.22,1,1,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,06
30976,2020-09-18,2020-09-23,9,3758.83,3758.83,0,9,0,0,9,0,3758.83,3758.83,6,0,7,1,1,2020-10-05T17:00:34.520+0000,2020,09,18
30976,2020-07-30,2020-09-12,1,-267.27,267.27,0,1,0,0,1,0,-267.27,267.27,3,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,30
30976,2020-09-18,2020-09-21,4,352.95,732.57,0,4,0,0,4,0,352.95,732.57,0,1,2,1,1,2020-10-05T17:00:34.520+0000,2020,09,18
30976,2020-08-08,2020-09-04,1,-354.7,354.7,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,08
30976,2020-09-08,2020-09-25,3,-3303.47,3959.27,0,3,0,0,1,0,-3211.98,3211.98,13,0,1,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-08-14,2020-08-15,1,394.07,394.07,0,1,0,0,1,0,394.07,394.07,4,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,14
30976,2020-09-17,2020-09-25,9,1943.35,2451.15,0,9,0,0,5,0,1651.64,1651.64,5,0,6,2,0.5556,2020-10-05T17:00:34.520+0000,2020,09,17
30976,2020-08-27,2020-08-28,1,2098.13,2098.13,0,1,0,0,1,0,2098.13,2098.13,4,1,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-08-18,2020-08-20,1,-171.73,171.73,0,1,0,0,1,0,-171.73,171.73,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-09-07,2020-09-30,1,-281.71,281.71,0,1,0,0,1,0,-281.71,281.71,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-09-15,2020-09-28,4,1096.32,1096.32,0,4,0,0,3,0,649.39,649.39,7,0,4,0,0.75,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-09-23,2020-09-25,4,515,1224.4,0,4,0,0,4,0,515,1224.4,0,1,1,1,1,2020-10-05T17:00:34.520+0000,2020,09,23
30976,2020-08-17,2020-09-04,2,-26.22,1070.02,0,2,0,0,1,0,521.9,521.9,3,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-08-27,2020-09-16,3,-220.64,1839.12,0,3,0,0,3,0,-220.64,1839.12,8,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-01,2020-09-18,10,-2379.41,3090.83,0,10,0,0,4,0,-143.44,854.86,12,0,3,0,0.4,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-09-05,2020-09-18,4,4145.23,4385.03,0,4,0,0,3,0,4265.13,4265.13,5,0,4,0,0.75,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-08-17,2020-09-09,2,-956.24,956.24,0,2,0,0,1,0,-741.86,741.86,2,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-08-28,2020-09-09,1,114.64,114.64,0,1,0,0,0,0,0,0,3,0,0,1,0,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-08-30,2020-09-08,1,335.05,335.05,0,1,0,0,1,0,335.05,335.05,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,30
30976,2020-09-02,2020-09-24,2,-2.41,1387.81,0,2,0,0,2,0,-2.41,1387.81,5,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-08-13,2020-09-09,2,-50,936.92,0,2,0,0,2,0,-50,936.92,3,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,13
30976,2020-07-10,2020-09-17,1,-87.19,87.19,0,1,0,0,1,0,-87.19,87.19,11,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,10
30976,2020-08-19,2020-09-15,2,147.25,944.03,0,2,0,0,2,0,147.25,944.03,7,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-08-17,2020-09-19,1,-567.15,567.15,0,1,0,0,1,0,-567.15,567.15,4,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-09-08,2020-09-29,1,64.14,64.14,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-08-31,2020-09-11,3,1250.44,1250.44,0,3,0,0,0,0,0,0,2,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-08-29,2020-09-14,4,1286.29,1286.29,0,4,0,0,3,0,836.39,836.39,1,0,2,0,0.75,2020-10-05T17:00:34.520+0000,2020,08,29
30976,2020-09-01,2020-09-23,6,-662.75,1672.91,0,6,0,0,5,0,-252.85,1263.01,5,0,1,0,0.8333,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-08-29,2020-09-10,5,1164.43,1743.93,0,5,0,0,0,0,0,0,9,0,3,0,0,2020-10-05T17:00:34.520+0000,2020,08,29
30976,2020-07-27,2020-09-16,1,-422.9,422.9,0,1,0,0,1,0,-422.9,422.9,6,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,27
30976,2020-08-30,2020-09-10,1,-117.95,117.95,0,1,0,0,0,0,0,0,2,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,30
30976,2020-09-24,2020-09-24,75,23217.93,39514.09,0,75,0,0,19,0,4445.14,8767.06,0,5,0,0,0.2533,2020-10-05T17:00:34.520+0000,2020,09,24
30976,2020-08-22,2020-08-26,1,-216.81,216.81,0,1,0,0,1,0,-216.81,216.81,3,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,22
30976,2020-09-19,null,2,1004.24,1004.24,2,0,2,1,1,1,278.52,278.52,4,0,0,2,0.5,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-09-02,2020-09-02,59,16028.17,29636.23,0,59,0,0,10,0,4769.15,4769.15,0,1,1,0,0.1695,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-09-13,2020-09-22,2,-1244.98,1244.98,0,2,0,0,1,0,-486.78,486.78,4,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,13
30976,2020-08-14,2020-09-14,1,-568.64,568.64,0,1,0,0,0,0,0,0,3,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,14
30976,2020-09-03,2020-09-04,2,2083.45,2083.45,0,2,0,0,1,0,1283.56,1283.56,0,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-09-10,2020-09-30,3,610.51,610.51,0,3,0,0,3,0,610.51,610.51,1,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-09-27,2020-09-29,1,-642.61,642.61,0,1,0,0,1,0,-642.61,642.61,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,27
30976,2020-08-18,2020-09-04,1,-514.19,514.19,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-07-31,2020-09-04,1,600.35,600.35,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,07,31
30976,2020-09-10,2020-09-17,2,-1180.5,1180.5,0,2,0,0,1,0,-868.6,868.6,2,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-05,2020-09-18,1,-74.53,74.53,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,05
30976,2020-09-10,2020-09-11,2,807.59,2165.75,0,2,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-08,2020-09-13,1,-373.82,373.82,0,1,0,0,1,0,-373.82,373.82,3,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,08
30976,2020-09-10,2020-09-24,5,2455.29,3543.09,0,5,0,0,3,0,1792.92,2880.72,9,1,3,0,0.6,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-09-18,2020-09-24,17,-818.23,4500.33,0,17,0,0,8,0,1198.44,2483.66,7,2,6,0,0.4706,2020-10-05T17:00:34.520+0000,2020,09,18
30976,2020-09-01,2020-09-26,2,-451.94,451.94,0,2,0,0,2,0,-451.94,451.94,5,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-08-24,2020-09-01,2,1204.95,1204.95,0,2,0,0,0,0,0,0,0,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-08-31,2020-09-03,6,2352.14,2352.14,0,6,0,0,3,0,1298.47,1298.47,2,0,2,1,0.5,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-09-01,2020-09-08,2,985.47,985.47,0,2,0,0,2,0,985.47,985.47,0,0,0,2,1,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-09-06,2020-09-15,1,557.08,557.08,0,1,0,0,1,0,557.08,557.08,3,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,06
30976,2020-08-10,2020-08-12,1,159.09,159.09,0,1,0,0,1,0,159.09,159.09,1,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,10
30976,2020-07-30,2020-09-23,1,-484.9,484.9,0,1,0,0,1,0,-484.9,484.9,5,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,30
30976,2020-08-17,2020-09-18,2,-784.97,784.97,0,2,0,0,0,0,0,0,3,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-08-28,2020-09-03,1,77.54,77.54,0,1,0,0,1,0,77.54,77.54,2,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-22,2020-09-24,3,1044.86,1529.32,0,3,0,0,3,0,1044.86,1529.32,1,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,09,22
30976,2020-09-07,2020-09-26,1,-691.16,691.16,0,1,0,0,1,0,-691.16,691.16,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-09-22,2020-09-26,9,-115.69,3385.71,0,9,0,0,6,0,409.22,2318.26,7,1,2,2,0.6667,2020-10-05T17:00:34.520+0000,2020,09,22
30976,2020-08-07,2020-08-24,1,70.23,70.23,0,1,0,0,1,0,70.23,70.23,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,07
30976,2020-09-17,2020-09-20,1,2027.53,2027.53,0,1,0,0,1,0,2027.53,2027.53,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,17
30976,2020-08-29,2020-09-18,3,279.98,515.82,0,3,0,0,1,0,108,108,2,0,2,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,29
30976,2020-08-16,2020-09-08,1,66.9,66.9,0,1,0,0,1,0,66.9,66.9,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,16
30976,2020-09-08,2020-09-14,1,366.93,366.93,0,1,0,0,1,0,366.93,366.93,1,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-08-28,2020-09-14,2,725.4,725.4,0,2,0,0,1,0,310.48,310.48,0,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-26,2020-09-26,14,4345.31,5936.29,0,14,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,26
30976,2020-07-08,2020-08-01,1,458.36,458.36,0,1,0,0,1,0,458.36,458.36,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,08
30976,2020-09-12,2020-09-22,6,-542.88,1097.42,0,6,0,0,4,0,-316.19,870.73,5,0,1,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,12
30976,2020-08-22,2020-09-18,2,-308.96,308.96,0,2,0,0,0,0,0,0,4,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,22
30976,2020-08-25,2020-09-25,1,-162.84,162.84,0,1,0,0,1,0,-162.84,162.84,5,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-08-11,2020-08-29,1,-167.14,167.14,0,1,0,0,1,0,-167.14,167.14,5,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-09-01,2020-09-07,1,917.28,917.28,0,1,0,0,1,0,917.28,917.28,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-06-10,2020-06-27,1,303.04,303.04,0,1,0,0,1,0,303.04,303.04,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,06,10
30976,2020-09-15,null,1,495.15,495.15,1,0,1,0,0,0,0,0,2,0,0,1,0,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-09-17,2020-09-29,1,294.3,294.3,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,17
30976,2020-09-04,2020-09-23,5,1970.34,2324.62,0,5,0,0,4,0,1631.06,1985.34,17,0,4,0,0.8,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-07-15,2020-09-15,1,-140.99,140.99,0,1,0,0,1,0,-140.99,140.99,2,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,15
30976,2020-08-13,2020-09-04,3,1241.25,1241.25,0,3,0,0,2,0,920.72,920.72,6,0,3,0,0.6667,2020-10-05T17:00:34.520+0000,2020,08,13
30976,2020-09-11,2020-09-28,1,444.78,444.78,0,1,0,0,1,0,444.78,444.78,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-09,2020-09-14,2,-51.33,165.57,0,2,0,0,1,0,57.12,57.12,0,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-09-09,2020-09-26,2,-698.43,698.43,0,2,0,0,2,0,-698.43,698.43,1,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-09-10,2020-09-26,8,-1138.01,4783.23,0,8,0,0,4,0,-405.33,4050.55,15,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-11,2020-09-17,1,259.53,259.53,0,1,0,0,1,0,259.53,259.53,3,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-08-20,2020-09-09,3,-887.04,1158.78,0,3,0,0,2,0,-979.94,1065.88,11,0,2,0,0.6667,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-09-01,2020-09-10,1,-99.05,99.05,0,1,0,0,1,0,-99.05,99.05,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-08-27,2020-09-08,1,148.91,148.91,0,1,0,0,1,0,148.91,148.91,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-11,2020-09-23,11,2102.58,3026.76,0,11,0,0,6,0,2469.83,2469.83,12,0,6,1,0.5455,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-02,2020-09-03,4,2158.78,2158.78,0,4,0,0,1,0,363.21,363.21,0,0,0,1,0.25,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-08-25,2020-09-18,1,-1125.56,1125.56,0,1,0,0,0,0,0,0,3,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-08-27,2020-09-15,3,377.86,969.14,0,3,0,0,3,0,377.86,969.14,12,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-08-18,2020-09-18,4,-1617.61,1617.61,0,4,0,0,1,0,-498.48,498.48,5,0,1,0,0.25,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-09-08,2020-09-27,1,-804.29,804.29,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-07-21,2020-08-15,1,-61.32,61.32,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,07,21
30976,2020-07-17,2020-08-03,1,59.82,59.82,0,1,0,0,1,0,59.82,59.82,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,17
30976,2020-08-10,2020-09-26,1,-310.9,310.9,0,1,0,0,0,0,0,0,0,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,10
30976,2020-09-26,2020-09-30,1,268.9,268.9,0,1,0,0,1,0,268.9,268.9,0,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,26
30976,2020-08-20,2020-09-10,2,213.69,213.69,0,2,0,0,1,0,180.58,180.58,6,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-08-18,2020-09-22,1,-215.9,215.9,0,1,0,0,1,0,-215.9,215.9,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-09-16,2020-09-30,4,-1223.43,2854.67,0,4,0,0,3,0,-1761.78,2316.32,5,0,2,0,0.75,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-08-26,2020-09-03,2,-538.98,538.98,0,2,0,0,1,0,-261.08,261.08,0,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-08-17,2020-09-10,2,-893.02,1516.82,0,2,0,0,1,0,-1204.92,1204.92,2,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-09-02,2020-09-27,1,-848.84,848.84,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-07-31,2020-09-17,1,-308.59,308.59,0,1,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,07,31
30976,2020-07-30,2020-08-24,1,634.9,634.9,0,1,0,0,0,0,0,0,4,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,07,30
30976,2020-07-16,2020-09-23,1,-1440.91,1440.91,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,07,16
30976,2020-08-20,2020-09-03,4,457.42,918.54,0,4,0,0,0,0,0,0,1,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-08-21,2020-09-15,1,-1343.05,1343.05,0,1,0,0,0,0,0,0,4,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,21
30976,2020-09-14,2020-09-17,2,218.79,435.69,0,2,0,0,2,0,218.79,435.69,2,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-25,2020-09-17,3,-389.1,503.04,0,3,0,0,1,0,-369.12,369.12,14,1,1,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-09-02,2020-09-16,4,1310.68,1552.22,0,4,0,0,3,0,1431.45,1431.45,8,0,2,0,0.75,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-08-19,2020-09-09,4,264.91,513.91,0,4,0,0,2,0,43.16,155.1,3,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-09-04,2020-09-11,2,68.42,770.36,0,2,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-09-20,2020-09-24,1,525.55,525.55,0,1,0,0,1,0,525.55,525.55,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,20
30976,2020-08-25,2020-09-27,1,-804.29,804.29,0,1,0,0,1,0,-804.29,804.29,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-08-06,2020-09-11,1,-259.57,259.57,0,1,0,0,1,0,-259.57,259.57,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,06
30976,2020-08-19,2020-09-13,1,-105.63,105.63,0,1,0,0,1,0,-105.63,105.63,1,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-09-11,2020-09-16,3,366.44,2092.4,0,3,0,0,2,0,703.06,1755.78,1,1,0,1,0.6667,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-08,2020-09-24,3,1528.02,1528.02,0,3,0,0,3,0,1528.02,1528.02,3,0,3,0,1,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-08-18,2020-09-02,3,-576.59,576.59,0,3,0,0,0,0,0,0,5,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-09-22,2020-09-30,10,4158.15,4158.15,0,10,0,0,7,0,3700.28,3700.28,3,0,10,0,0.7,2020-10-05T17:00:34.520+0000,2020,09,22
30976,2020-09-14,2020-09-18,2,330.61,330.61,0,2,0,0,2,0,330.61,330.61,2,1,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-09-07,2020-09-19,3,981.83,1474.85,0,3,0,0,3,0,981.83,1474.85,10,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-09-09,2020-09-18,3,599.7,974.34,0,3,0,0,0,0,0,0,1,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-08-27,2020-09-21,1,160.57,160.57,0,1,0,0,1,0,160.57,160.57,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-10,2020-09-19,4,1065.64,1504.22,0,4,0,0,2,0,365.78,804.36,5,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-15,2020-09-02,2,-810.55,810.55,0,2,0,0,1,0,-771.32,771.32,1,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,15
30976,2020-08-12,2020-09-11,1,-271.27,271.27,0,1,0,0,1,0,-271.27,271.27,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,12
30976,2020-08-11,2020-09-16,1,399.94,399.94,0,1,0,0,1,0,399.94,399.94,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-09-07,null,2,887.88,1147.92,2,0,2,2,1,1,-130.02,130.02,1,0,0,1,0.5,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-08-13,2020-09-02,1,-131.53,131.53,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,13
30976,2020-08-21,2020-09-03,1,273.18,273.18,0,1,0,0,1,0,273.18,273.18,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,21
30976,2020-09-26,null,6,346.22,690.7,6,0,6,4,1,1,94.94,94.94,2,0,0,4,0.1667,2020-10-05T17:00:34.520+0000,2020,09,26
30976,2020-09-05,2020-09-16,1,105.75,105.75,0,1,0,0,1,0,105.75,105.75,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-08-31,2020-09-01,1,1157.21,1157.21,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-09-11,2020-09-25,4,-306.57,1508.09,0,4,0,0,3,0,-807.59,1007.07,6,0,2,0,0.75,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-08-01,2020-08-24,1,283.68,283.68,0,1,0,0,1,0,283.68,283.68,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,01
30976,2020-08-21,2020-09-29,1,185.19,185.19,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,21
30976,2020-08-15,2020-09-12,2,1007.05,1437.45,0,2,0,0,1,0,1222.25,1222.25,9,1,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,15
30976,2020-09-22,2020-09-22,96,41123.95,47727.89,0,96,0,0,34,0,18414.53,19466.59,3,1,0,0,0.3542,2020-10-05T17:00:34.520+0000,2020,09,22
30976,2020-09-10,2020-09-29,4,69.3,2027.36,0,4,0,0,4,0,69.3,2027.36,7,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-31,2020-09-22,2,2665.36,2665.36,0,2,0,0,1,0,216.93,216.93,4,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-08-18,2020-09-26,1,-551.24,551.24,0,1,0,0,1,0,-551.24,551.24,6,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-09-02,2020-09-23,1,190.44,190.44,0,1,0,0,1,0,190.44,190.44,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-08-10,2020-09-01,2,-1114.09,1114.09,0,2,0,0,2,0,-1114.09,1114.09,3,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,10
30976,2020-09-08,2020-09-23,4,1171.46,1171.46,0,4,0,0,3,0,749.42,749.42,6,0,4,0,0.75,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-09-16,2020-09-17,3,2968.54,2968.54,0,3,0,0,3,0,2968.54,2968.54,1,2,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-07-17,2020-08-12,1,-353.3,353.3,0,1,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,07,17
30976,2020-09-03,2020-09-23,3,-383.9,1299.5,0,3,0,0,3,0,-383.9,1299.5,8,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-26,2020-09-11,3,-663.62,663.62,0,3,0,0,1,0,-76.95,76.95,9,1,0,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-09-19,2020-09-21,1,367.66,367.66,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-09-20,2020-09-28,2,480.44,480.44,0,2,0,0,0,0,0,0,3,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,09,20
30976,2020-09-07,2020-09-18,1,-416.76,416.76,0,1,0,0,1,0,-416.76,416.76,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-07-14,2020-09-17,1,-325.34,325.34,0,1,0,0,1,0,-325.34,325.34,15,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,14
30976,2020-08-10,2020-09-05,1,101.95,101.95,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,10
30976,2020-08-27,2020-09-02,5,-614.79,1214.25,0,5,0,0,5,0,-614.79,1214.25,6,0,0,2,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-14,2020-09-25,3,-190.9,1200.54,0,3,0,0,2,0,-458.8,932.64,6,0,2,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-24,2020-09-08,2,259.1,420.8,0,2,0,0,1,0,339.95,339.95,4,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-09-03,2020-09-24,3,-330.84,330.84,0,3,0,0,3,0,-330.84,330.84,9,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-28,2020-09-08,6,165.22,926.24,0,6,0,0,5,0,-152.78,608.24,11,1,3,0,0.8333,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-08-31,2020-09-10,2,162.11,349.39,0,2,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,31
