idlojista,DtPedidoVenda,dataprometida,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_pedidos_aprovados,qtd_itens_aprovados,valorcolocado,valoraprovado,status_lojista,qtd_pedidos_atrasados_envio,valor_pedidos_atrasados_envio,qtd_pedidos_atraso_entrega,valor_pedidos_atraso_entrega,qtd_itens_no_prazo,qtd_itens_risco_atraso,qtd_itens_altorisco_atraso,qtd_itens_enviados,qtd_itens_entregues,qtd_itens_cancelados,qtd_itens_devolvidos,qtd_sku_distinto,qtd_sku,taxa_aprovacao
10138,2020-08-04,2020-08-26,MegaMamute,AAA,Tecnologia,6,8,4,5,6171.2600,3145.2800,ativo,1,654.7300,1,654.7300,0,0,0,0,2,2,0,6,8,0.50966577
10138,2020-08-08,2020-08-25,MegaMamute,AAA,Tecnologia,28,28,18,18,29192.7000,18546.6300,ativo,0,0.0000,2,1455.8000,0,0,0,1,17,0,0,18,28,0.63531739
10138,2020-08-27,2020-09-25,MegaMamute,AAA,Tecnologia,3,3,2,2,5540.6700,4243.6100,ativo,0,0.0000,0,0.0000,2,0,0,2,0,0,0,2,3,0.76590196
10138,2020-08-31,2020-09-28,MegaMamute,AAA,Tecnologia,2,2,1,1,3778.7300,1308.1000,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,2,2,0.34617451
30976,2020-08-01,2020-09-08,10Estrela,AAA,Móveis,3,3,3,3,1040.4600,1040.4600,ativo,1,141.5600,1,141.5600,0,0,0,0,1,1,0,3,3,1.00000000
30976,2020-08-04,2020-10-13,10Estrela,AAA,Móveis,1,1,1,1,173.5900,173.5900,ativo,0,0.0000,0,0.0000,0,1,0,0,0,0,0,1,1,1.00000000
30976,2020-08-16,2020-08-27,10Estrela,AAA,Móveis,29,29,21,21,5875.4300,3334.0200,ativo,0,0.0000,1,31.6000,0,0,0,0,21,0,0,25,29,0.56745123
30976,2020-08-19,2020-09-21,10Estrela,AAA,Móveis,1,1,1,1,288.6400,288.6400,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,1,1,1.00000000
30976,2020-08-20,2020-09-14,10Estrela,AAA,Móveis,9,11,9,11,3723.8100,3723.8100,ativo,0,0.0000,0,0.0000,0,0,3,1,8,0,0,8,11,1.00000000
30976,2020-08-27,2020-09-22,10Estrela,AAA,Móveis,10,10,7,7,5571.3700,2983.8300,ativo,0,0.0000,0,0.0000,1,2,0,2,4,0,0,9,10,0.53556486
30976,2020-08-29,2020-10-06,10Estrela,AAA,Móveis,3,3,2,2,544.6400,364.0600,ativo,0,0.0000,0,0.0000,2,0,0,1,0,0,0,3,3,0.66844154
30976,2020-08-31,2021-01-11,10Estrela,AAA,Móveis,1,1,1,1,1800.0300,1800.0300,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-20,2020-09-10,MegaMamute,AAA,Tecnologia,6,7,4,4,13184.7000,7851.0200,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,7,0.59546444
30976,2020-08-02,2020-09-08,10Estrela,AAA,Móveis,2,2,0,0,660.3200,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
30976,2020-08-02,2020-10-20,10Estrela,AAA,Móveis,1,1,0,0,1306.6900,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-05,2020-08-31,10Estrela,AAA,Móveis,4,5,3,4,1792.9100,1478.7500,ativo,0,0.0000,1,355.8300,0,0,0,1,3,0,0,4,5,0.82477648
30976,2020-08-17,2020-08-26,10Estrela,AAA,Móveis,41,42,32,33,10589.2900,8825.0900,ativo,0,0.0000,6,1032.1300,0,0,0,4,28,1,0,30,42,0.83339771
30976,2020-08-22,2020-09-15,10Estrela,AAA,Móveis,14,14,13,13,5197.1600,4930.2600,ativo,0,0.0000,0,0.0000,0,0,2,2,11,0,0,13,14,0.94864503
10138,2020-08-14,2020-10-01,MegaMamute,AAA,Tecnologia,1,1,1,1,500.7000,500.7000,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,1,1,1.00000000
10138,2020-08-24,2020-09-02,MegaMamute,AAA,Tecnologia,200,210,126,135,294074.4300,183993.3300,ativo,2,3120.7000,37,53463.3000,0,0,0,26,103,4,0,42,210,0.62566926
30976,2020-08-05,2020-09-22,10Estrela,AAA,Móveis,1,1,1,1,53.9000,53.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,1,0,1,1,1.00000000
30976,2020-08-11,2020-10-09,10Estrela,AAA,Móveis,1,1,1,1,243.8200,243.8200,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-16,2020-09-14,10Estrela,AAA,Móveis,4,5,2,3,787.1900,458.7100,ativo,0,0.0000,0,0.0000,0,0,3,3,0,0,0,3,5,0.58271828
30976,2020-08-17,2020-09-08,10Estrela,AAA,Móveis,10,10,9,9,5378.0200,5096.7600,ativo,0,0.0000,1,380.6300,0,0,0,1,8,0,0,10,10,0.94770194
10138,2020-08-01,2020-08-19,MegaMamute,AAA,Tecnologia,13,13,8,8,15558.3500,9216.2300,ativo,0,0.0000,0,0.0000,0,0,0,0,7,1,0,7,13,0.59236551
30976,2020-08-05,2020-11-09,10Estrela,AAA,Móveis,2,2,2,2,1143.8000,1143.8000,ativo,0,0.0000,0,0.0000,1,0,0,1,1,0,0,1,2,1.00000000
30976,2020-08-09,2020-12-09,10Estrela,AAA,Móveis,1,1,0,0,289.3100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-13,2020-11-03,10Estrela,AAA,Móveis,2,2,2,2,978.1700,978.1700,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,2,1.00000000
30976,2020-08-15,2020-09-01,10Estrela,AAA,Móveis,5,5,4,4,1550.4200,1068.7900,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,5,0.68935514
30976,2020-08-21,2020-10-19,10Estrela,AAA,Móveis,2,2,2,2,348.1700,348.1700,ativo,0,0.0000,0,0.0000,2,0,0,1,0,0,0,2,2,1.00000000
30976,2020-08-27,2020-09-18,10Estrela,AAA,Móveis,7,7,3,3,5349.2300,1890.4600,ativo,0,0.0000,0,0.0000,0,2,0,2,1,0,0,7,7,0.35340787
10138,2020-08-08,2020-08-27,MegaMamute,AAA,Tecnologia,16,16,6,6,15642.1900,5237.6900,ativo,0,0.0000,0,0.0000,0,0,0,0,2,4,0,7,16,0.33484378
30976,2020-08-01,2020-10-12,10Estrela,AAA,Móveis,1,1,1,1,65.2600,65.2600,ativo,0,0.0000,0,0.0000,0,1,0,0,0,0,0,1,1,1.00000000
30976,2020-08-11,2020-09-04,10Estrela,AAA,Móveis,20,20,15,15,8027.4400,4645.2100,ativo,0,0.0000,0,0.0000,0,0,0,0,15,0,0,16,20,0.57866642
30976,2020-08-16,2020-09-30,10Estrela,AAA,Móveis,1,2,1,2,274.4400,274.4400,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,2,1.00000000
30976,2020-08-19,2020-09-29,10Estrela,AAA,Móveis,3,3,3,3,371.9400,371.9400,ativo,0,0.0000,0,0.0000,0,2,0,0,1,0,0,3,3,1.00000000
30976,2020-08-22,2020-09-22,10Estrela,AAA,Móveis,2,3,2,3,604.6700,604.6700,ativo,0,0.0000,0,0.0000,0,3,0,3,0,0,0,2,3,1.00000000
30976,2020-08-24,2020-11-04,10Estrela,AAA,Móveis,1,1,1,1,334.9000,334.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-28,2020-09-04,10Estrela,AAA,Móveis,3,3,2,2,2331.8400,1554.5600,ativo,2,1554.5600,2,1554.5600,0,0,0,0,0,0,0,1,3,0.66666667
10138,2020-08-08,2020-09-02,MegaMamute,AAA,Tecnologia,2,2,1,1,2691.1100,879.8100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,2,0.32693201
10138,2020-08-20,2020-10-09,MegaMamute,AAA,Tecnologia,4,4,1,1,1084.5800,279.3900,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,3,4,0.25760202
10138,2020-08-21,2020-09-03,MegaMamute,AAA,Tecnologia,8,10,4,6,11139.4000,5623.5200,ativo,0,0.0000,0,0.0000,0,0,0,0,6,0,0,6,10,0.50483150
30976,2020-08-03,2020-09-03,10Estrela,AAA,Móveis,8,8,5,5,1911.6200,1342.2900,ativo,0,0.0000,2,537.6500,0,0,0,2,3,0,0,8,8,0.70217407
30976,2020-08-03,2020-09-15,10Estrela,AAA,Móveis,3,8,2,7,3026.4500,1649.5700,ativo,0,0.0000,0,0.0000,0,0,0,0,7,0,0,3,8,0.54505113
30976,2020-08-05,2020-09-08,10Estrela,AAA,Móveis,12,12,8,8,4425.6400,3039.2800,ativo,0,0.0000,2,629.9000,0,0,0,2,6,0,0,11,12,0.68674361
30976,2020-08-07,2020-11-10,10Estrela,AAA,Móveis,1,1,1,1,474.9000,474.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-16,2020-09-01,10Estrela,AAA,Móveis,14,14,9,9,4779.1400,3957.4500,ativo,1,351.2100,2,705.7300,0,0,0,0,8,0,0,14,14,0.82806739
30976,2020-08-17,2020-08-25,10Estrela,AAA,Móveis,2,2,2,2,608.6800,608.6800,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,2,1.00000000
30976,2020-08-19,2020-08-28,10Estrela,AAA,Móveis,11,12,8,8,2852.4400,2225.5700,ativo,0,0.0000,0,0.0000,0,0,0,0,8,0,0,10,12,0.78023376
30976,2020-08-19,2020-11-09,10Estrela,AAA,Móveis,4,4,3,3,1799.5800,1328.0300,ativo,0,0.0000,0,0.0000,1,0,0,1,2,0,0,1,4,0.73796664
30976,2020-08-26,2020-10-29,10Estrela,AAA,Móveis,2,2,2,2,239.7100,239.7100,ativo,0,0.0000,0,0.0000,1,0,0,0,1,0,0,2,2,1.00000000
30976,2020-08-30,2020-10-06,10Estrela,AAA,Móveis,1,1,0,0,174.8800,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-28,2020-09-08,MegaMamute,AAA,Tecnologia,174,178,113,116,254832.3000,157317.6200,ativo,0,0.0000,17,25971.0600,0,0,0,17,98,1,0,47,178,0.61733783
30976,2020-08-01,2020-09-07,10Estrela,AAA,Móveis,5,5,4,4,3296.8300,1801.7700,ativo,0,0.0000,1,333.0000,0,0,0,1,3,0,0,5,5,0.54651590
30976,2020-08-08,2020-10-16,10Estrela,AAA,Móveis,1,1,1,1,191.9200,191.9200,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-13,2020-09-10,10Estrela,AAA,Móveis,7,7,3,3,2347.0900,686.0800,ativo,0,0.0000,0,0.0000,0,0,1,0,2,0,0,7,7,0.29231090
30976,2020-08-22,2020-09-16,10Estrela,AAA,Móveis,18,18,9,9,9780.7600,4737.2400,ativo,0,0.0000,0,0.0000,0,0,4,3,5,0,0,17,18,0.48434273
30976,2020-08-28,2020-09-23,10Estrela,AAA,Móveis,11,11,8,8,7127.4800,2870.8700,ativo,0,0.0000,0,0.0000,3,0,0,3,5,0,0,10,11,0.40278892
10138,2020-08-03,2020-08-07,MegaMamute,AAA,Tecnologia,37,37,28,28,42022.3000,29431.2000,ativo,0,0.0000,3,2443.7000,0,0,0,0,27,1,0,9,37,0.70037099
10138,2020-08-11,2020-08-21,MegaMamute,AAA,Tecnologia,211,222,132,141,331261.5000,206601.9200,ativo,0,0.0000,16,30931.9900,0,0,0,3,131,7,0,44,222,0.62368226
10138,2020-08-30,2020-09-17,MegaMamute,AAA,Tecnologia,4,5,2,2,8157.2100,5631.6400,ativo,0,0.0000,0,0.0000,0,2,0,2,0,0,0,3,5,0.69038801
30976,2020-08-01,2020-08-27,10Estrela,AAA,Móveis,10,11,9,10,2922.4300,2750.0100,ativo,0,0.0000,1,155.1100,0,0,0,1,8,1,0,11,11,0.94100115
30976,2020-08-14,2020-08-24,10Estrela,AAA,Móveis,2,2,2,2,210.6400,210.6400,ativo,1,156.5400,1,156.5400,0,0,0,0,1,0,0,2,2,1.00000000
30976,2020-08-14,2020-09-11,10Estrela,AAA,Móveis,12,12,6,6,3542.6400,2408.7700,ativo,0,0.0000,0,0.0000,0,0,1,1,4,1,0,10,12,0.67993643
30976,2020-08-20,2020-09-18,10Estrela,AAA,Móveis,1,1,0,0,242.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-29,2020-11-02,10Estrela,AAA,Móveis,1,1,1,1,189.0700,189.0700,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-04,2020-08-11,MegaMamute,AAA,Tecnologia,17,17,13,13,16309.3000,12031.7000,ativo,0,0.0000,3,3792.7000,0,0,0,0,12,1,0,5,17,0.73772020
10138,2020-08-13,2020-09-01,MegaMamute,AAA,Tecnologia,27,29,12,14,30690.6200,15860.9300,ativo,0,0.0000,3,4516.8300,0,0,0,2,11,1,0,11,29,0.51680057
10138,2020-08-23,2020-09-18,MegaMamute,AAA,Tecnologia,2,2,2,2,4871.6000,4871.6000,ativo,0,0.0000,0,0.0000,0,2,0,2,0,0,0,2,2,1.00000000
30976,2020-08-08,2020-10-29,10Estrela,AAA,Móveis,1,1,1,1,483.8500,483.8500,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-14,2020-09-25,10Estrela,AAA,Móveis,3,3,2,2,907.2200,789.2900,ativo,0,0.0000,0,0.0000,0,2,0,1,0,0,0,2,3,0.87000948
30976,2020-08-16,2020-10-01,10Estrela,AAA,Móveis,5,5,2,2,543.9300,189.4400,ativo,0,0.0000,0,0.0000,0,2,0,0,0,0,0,4,5,0.34828011
30976,2020-08-22,2020-09-11,10Estrela,AAA,Móveis,6,6,4,4,3966.0100,2218.6600,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,6,0.55941866
30976,2020-08-26,2020-09-28,10Estrela,AAA,Móveis,1,1,1,1,1336.9500,1336.9500,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
10138,2020-08-27,2020-09-07,MegaMamute,AAA,Tecnologia,167,176,114,123,251353.2800,158994.1900,ativo,1,1737.5400,19,26829.1600,0,0,0,13,107,2,0,51,176,0.63255268
10138,2020-08-27,2020-09-15,MegaMamute,AAA,Tecnologia,15,15,8,8,26298.1000,13825.3300,ativo,0,0.0000,0,0.0000,0,4,0,4,4,0,0,13,15,0.52571593
30976,2020-08-06,2020-10-26,10Estrela,AAA,Móveis,2,2,1,1,676.1200,400.7200,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,2,2,0.59267586
30976,2020-08-08,2020-09-03,10Estrela,AAA,Móveis,10,10,9,9,3944.3500,3669.3100,ativo,0,0.0000,0,0.0000,0,0,0,0,9,0,0,9,10,0.93026988
30976,2020-08-09,2020-08-21,10Estrela,AAA,Móveis,4,5,3,4,580.5300,468.7400,ativo,0,0.0000,1,58.6000,0,0,0,1,3,0,0,3,5,0.80743459
30976,2020-08-13,2020-09-23,10Estrela,AAA,Móveis,2,2,2,2,641.0200,641.0200,ativo,0,0.0000,0,0.0000,0,2,0,2,0,0,0,2,2,1.00000000
30976,2020-08-17,2020-09-28,10Estrela,AAA,Móveis,2,2,2,2,1081.8600,1081.8600,ativo,0,0.0000,0,0.0000,0,2,0,1,0,0,0,2,2,1.00000000
30976,2020-08-18,2020-10-26,10Estrela,AAA,Móveis,1,1,1,1,474.4400,474.4400,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-21,2020-10-07,10Estrela,AAA,Móveis,1,1,1,1,102.0900,102.0900,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
30976,2020-08-31,2020-11-06,10Estrela,AAA,Móveis,1,1,1,1,448.7800,448.7800,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
10138,2020-08-18,2020-08-27,MegaMamute,AAA,Tecnologia,281,298,171,183,372771.5400,209619.9800,ativo,3,1225.4700,30,34582.3400,0,0,0,6,162,12,0,56,298,0.56232828
10138,2020-08-22,2020-09-14,MegaMamute,AAA,Tecnologia,5,5,2,2,5555.5700,2600.2300,ativo,0,0.0000,0,0.0000,0,0,1,1,1,0,0,5,5,0.46804018
10138,2020-08-25,2020-09-04,MegaMamute,AAA,Tecnologia,37,37,20,20,48205.8300,26422.0700,ativo,0,0.0000,1,210.1600,0,0,0,1,19,0,0,16,37,0.54810943
30976,2020-08-01,2020-09-17,10Estrela,AAA,Móveis,2,2,0,0,208.6400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,2,0E-8
30976,2020-08-05,2020-11-13,10Estrela,AAA,Móveis,1,1,1,1,503.3000,503.3000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-09,2020-09-23,10Estrela,AAA,Móveis,1,1,0,0,138.8500,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-12,2020-09-28,10Estrela,AAA,Móveis,1,1,0,0,215.6600,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-14,2020-08-25,10Estrela,AAA,Móveis,55,57,48,50,13081.7100,11097.4600,ativo,3,514.8700,14,3557.0700,0,0,0,1,43,1,0,41,57,0.84831876
30976,2020-08-16,2020-09-22,10Estrela,AAA,Móveis,3,4,3,4,980.2000,980.2000,ativo,0,0.0000,0,0.0000,0,2,0,2,2,0,0,3,4,1.00000000
30976,2020-08-18,2020-10-22,10Estrela,AAA,Móveis,3,3,1,1,1786.5900,1432.0100,ativo,0,0.0000,0,0.0000,0,0,0,0,0,1,0,2,3,0.80153253
30976,2020-08-21,2020-10-05,10Estrela,AAA,Móveis,1,1,1,1,585.9600,585.9600,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
30976,2020-08-26,2020-09-15,10Estrela,AAA,Móveis,5,6,1,1,6467.1700,303.3000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,4,6,0.04689841
10138,2020-08-24,2020-09-28,MegaMamute,AAA,Tecnologia,1,1,1,1,2292.7800,2292.7800,ativo,0,0.0000,0,0.0000,0,0,0,0,0,1,0,1,1,1.00000000
10138,2020-08-28,2020-09-16,MegaMamute,AAA,Tecnologia,14,14,8,8,18105.5000,11443.9700,ativo,0,0.0000,0,0.0000,0,6,0,6,1,1,0,10,14,0.63207147
10138,2020-08-28,2020-09-28,MegaMamute,AAA,Tecnologia,1,1,0,0,1935.7600,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-26,2020-11-10,10Estrela,AAA,Móveis,1,1,1,1,87.9000,87.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-27,2020-10-15,10Estrela,AAA,Móveis,2,2,2,2,223.8000,223.8000,ativo,0,0.0000,0,0.0000,1,0,0,0,1,0,0,2,2,1.00000000
30976,2020-08-28,2020-09-07,10Estrela,AAA,Móveis,6,6,4,4,2157.8100,1397.4900,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,6,0.64764275
30976,2020-08-29,2020-09-04,10Estrela,AAA,Móveis,2,2,2,2,1316.8600,1316.8600,ativo,1,768.5800,1,768.5800,0,0,0,0,1,0,0,2,2,1.00000000
10138,2020-08-30,2020-09-14,MegaMamute,AAA,Tecnologia,16,16,10,10,20709.1800,11867.0000,ativo,0,0.0000,0,0.0000,0,5,0,5,5,0,0,14,16,0.57303090
30976,2020-08-03,2020-08-25,10Estrela,AAA,Móveis,12,15,8,9,5327.4700,3723.9000,ativo,0,0.0000,2,668.5400,0,0,0,1,8,0,0,11,15,0.69899971
30976,2020-08-05,2020-11-10,10Estrela,AAA,Móveis,1,1,1,1,565.7200,565.7200,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-05,2020-11-11,10Estrela,AAA,Móveis,1,1,1,1,549.2700,549.2700,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-06,2020-09-15,10Estrela,AAA,Móveis,4,4,2,2,2328.6000,1537.7000,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,4,4,0.66035386
30976,2020-08-09,2020-08-26,10Estrela,AAA,Móveis,24,24,20,20,5948.3300,5355.1700,ativo,1,66.3400,1,66.3400,0,0,0,0,18,1,0,22,24,0.90028126
30976,2020-08-11,2020-10-05,10Estrela,AAA,Móveis,2,2,1,1,822.8200,551.7100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.67051117
30976,2020-08-24,2020-09-03,10Estrela,AAA,Móveis,46,49,39,42,11661.4100,9689.2600,ativo,4,664.1600,9,1756.3400,0,0,0,6,30,1,0,36,49,0.83088237
30976,2020-08-30,2020-09-15,10Estrela,AAA,Móveis,14,16,11,12,7054.9000,5266.2200,ativo,0,0.0000,0,0.0000,0,7,0,7,5,0,0,14,16,0.74646274
30976,2020-08-31,2020-10-14,10Estrela,AAA,Móveis,2,2,1,1,2810.8000,1646.9000,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,2,2,0.58591860
10138,2020-08-04,2020-08-27,MegaMamute,AAA,Tecnologia,6,6,5,5,6395.6100,5728.4300,ativo,1,1861.6000,1,1861.6000,0,0,0,0,4,0,0,4,6,0.89568157
10138,2020-08-18,2020-09-21,MegaMamute,AAA,Tecnologia,1,1,0,0,1343.5100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-25,2020-09-10,MegaMamute,AAA,Tecnologia,21,31,11,21,30799.4900,17250.0400,ativo,0,0.0000,0,0.0000,0,0,5,4,16,0,0,15,31,0.56007551
10138,2020-08-26,2020-09-14,MegaMamute,AAA,Tecnologia,14,15,9,9,24521.8900,14591.6100,ativo,0,0.0000,0,0.0000,0,0,1,1,8,0,0,11,15,0.59504426
10138,2020-08-26,2020-09-22,MegaMamute,AAA,Tecnologia,3,3,2,2,4446.3100,3158.4600,ativo,0,0.0000,0,0.0000,0,2,0,2,0,0,0,3,3,0.71035533
10138,2020-08-29,2020-09-15,MegaMamute,AAA,Tecnologia,16,16,8,8,25059.3100,8243.4900,ativo,0,0.0000,0,0.0000,0,4,0,4,4,0,0,12,16,0.32895918
30976,2020-08-01,2020-09-02,10Estrela,AAA,Móveis,4,4,2,2,2039.4900,745.3200,ativo,0,0.0000,1,581.5300,0,0,0,1,1,0,0,4,4,0.36544430
30976,2020-08-01,2020-09-30,10Estrela,AAA,Móveis,4,4,2,2,621.3500,346.2500,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,3,4,0.55725437
30976,2020-08-23,2020-09-01,10Estrela,AAA,Móveis,10,11,9,10,3396.4900,3327.1200,ativo,1,261.0100,1,261.0100,0,0,0,0,9,0,0,8,11,0.97957597
30976,2020-08-23,2020-09-11,10Estrela,AAA,Móveis,4,6,4,6,1748.7100,1748.7100,ativo,0,0.0000,0,0.0000,0,0,0,0,6,0,0,4,6,1.00000000
30976,2020-08-24,2020-09-11,10Estrela,AAA,Móveis,2,2,2,2,579.8100,579.8100,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,2,1.00000000
30976,2020-08-25,2020-10-08,10Estrela,AAA,Móveis,1,1,0,0,102.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-28,2020-12-04,10Estrela,AAA,Móveis,1,1,1,1,256.9000,256.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-14,2020-09-03,MegaMamute,AAA,Tecnologia,5,5,2,2,6016.1300,2340.4300,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,5,5,0.38902584
30976,2020-08-11,2020-08-24,10Estrela,AAA,Móveis,24,25,16,17,4040.7700,2613.2400,ativo,1,191.2800,4,941.2600,0,0,0,2,13,1,0,23,25,0.64671832
30976,2020-08-17,2020-10-02,10Estrela,AAA,Móveis,6,7,2,3,1840.3100,312.7000,ativo,0,0.0000,0,0.0000,0,3,0,3,0,0,0,6,7,0.16991702
30976,2020-08-19,2020-09-11,10Estrela,AAA,Móveis,24,24,18,18,6617.4300,5544.9400,ativo,0,0.0000,0,0.0000,0,0,3,1,15,0,0,22,24,0.83792953
10138,2020-08-09,2020-09-04,MegaMamute,AAA,Tecnologia,1,1,0,0,880.0700,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-23,2020-09-10,MegaMamute,AAA,Tecnologia,8,8,2,2,12801.9300,3217.9600,ativo,0,0.0000,0,0.0000,0,0,1,1,1,0,0,5,8,0.25136522
10138,2020-08-27,2020-09-10,MegaMamute,AAA,Tecnologia,26,27,20,21,34778.3400,25070.1400,ativo,0,0.0000,0,0.0000,0,0,4,4,16,1,0,17,27,0.72085499
30976,2020-08-10,2020-08-24,10Estrela,AAA,Móveis,7,8,5,6,1184.7400,646.2700,ativo,0,0.0000,0,0.0000,0,0,0,0,6,0,0,6,8,0.54549521
30976,2020-08-11,2020-09-22,10Estrela,AAA,Móveis,4,4,4,4,1913.5400,1913.5400,ativo,0,0.0000,0,0.0000,0,1,0,1,3,0,0,4,4,1.00000000
30976,2020-08-16,2020-08-28,10Estrela,AAA,Móveis,21,21,12,12,7746.9800,3256.9600,ativo,0,0.0000,4,1053.0600,0,0,0,2,10,0,0,19,21,0.42041673
30976,2020-08-18,2020-11-13,10Estrela,AAA,Móveis,1,1,0,0,464.1200,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-30,2020-11-19,10Estrela,AAA,Móveis,1,1,0,0,128.3300,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-06,2020-09-01,MegaMamute,AAA,Tecnologia,2,2,0,0,3381.7000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
10138,2020-08-18,2020-09-04,MegaMamute,AAA,Tecnologia,19,20,9,9,26117.2500,12354.2700,ativo,0,0.0000,3,3349.4900,0,0,0,3,6,0,0,12,20,0.47303104
10138,2020-08-20,2020-08-31,MegaMamute,AAA,Tecnologia,234,245,125,134,325197.4000,172686.4000,ativo,0,0.0000,29,41995.2200,0,0,0,15,114,3,0,42,245,0.53102024
10138,2020-08-23,2020-08-31,MegaMamute,AAA,Tecnologia,2,2,1,1,4798.0000,2399.0000,ativo,0,0.0000,1,2399.0000,0,0,0,0,1,0,0,1,2,0.50000000
30976,2020-08-06,2020-11-12,10Estrela,AAA,Móveis,1,1,1,1,550.5500,550.5500,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-14,2020-09-14,10Estrela,AAA,Móveis,4,4,4,4,1010.6900,1010.6900,ativo,0,0.0000,0,0.0000,0,0,2,0,2,0,0,4,4,1.00000000
30976,2020-08-15,2020-09-25,10Estrela,AAA,Móveis,1,1,1,1,1748.7300,1748.7300,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
