idlojista,DtPedidoVenda,dataprometida,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_pedidos_aprovados,qtd_itens_aprovados,valorcolocado,valoraprovado,status_lojista,qtd_pedidos_atrasados_envio,valor_pedidos_atrasados_envio,qtd_pedidos_atraso_entrega,valor_pedidos_atraso_entrega,qtd_itens_no_prazo,qtd_itens_risco_atraso,qtd_itens_altorisco_atraso,qtd_itens_enviados,qtd_itens_entregues,qtd_itens_cancelados,qtd_itens_devolvidos,qtd_sku_distinto,qtd_sku,taxa_aprovacao
30976,2020-08-19,2020-10-13,10Estrela,AAA,Móveis,2,2,1,1,555.4200,313.0400,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.56360952
30976,2020-08-21,2020-09-07,10Estrela,AAA,Móveis,17,18,13,14,9981.1200,9392.1000,ativo,2,1894.8100,8,6423.7500,0,0,0,3,9,0,0,17,18,0.94098658
10138,2020-08-03,2020-08-11,MegaMamute,AAA,Tecnologia,3,3,1,1,2958.7000,640.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,3,0.21661541
10138,2020-08-16,2020-08-27,MegaMamute,AAA,Tecnologia,5,5,4,4,8427.7100,7206.0200,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,5,0.85503891
10138,2020-08-24,2020-09-03,MegaMamute,AAA,Tecnologia,65,67,51,52,88793.8300,67701.3500,ativo,0,0.0000,12,16338.0200,0,0,0,10,40,2,0,27,67,0.76245557
30976,2020-08-05,2020-11-05,10Estrela,AAA,Móveis,2,2,1,1,1070.8400,535.4200,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,2,0.50000000
30976,2020-08-08,2020-08-31,10Estrela,AAA,Móveis,11,11,9,9,8485.6500,7730.4600,ativo,0,0.0000,3,5622.2300,0,0,0,2,7,0,0,6,11,0.91100387
30976,2020-08-11,2020-09-09,10Estrela,AAA,Móveis,14,14,13,13,3696.0600,3542.5400,ativo,0,0.0000,2,655.1100,0,0,0,2,10,1,0,14,14,0.95846388
30976,2020-08-19,2020-09-28,10Estrela,AAA,Móveis,6,6,4,4,3696.1100,2231.1700,ativo,0,0.0000,0,0.0000,0,4,0,3,0,0,0,6,6,0.60365357
30976,2020-08-19,2020-11-03,10Estrela,AAA,Móveis,1,1,1,1,405.5000,405.5000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-22,2020-10-26,10Estrela,AAA,Móveis,2,2,2,2,358.2600,358.2600,ativo,0,0.0000,0,0.0000,2,0,0,0,0,0,0,1,2,1.00000000
30976,2020-08-24,2020-09-08,10Estrela,AAA,Móveis,19,19,13,13,6708.5600,3343.9500,ativo,0,0.0000,2,763.6000,0,0,0,2,11,0,0,15,19,0.49846018
30976,2020-08-27,2020-09-02,10Estrela,AAA,Móveis,2,2,2,2,1323.3000,1323.3000,ativo,0,0.0000,1,780.5600,0,0,0,1,1,0,0,2,2,1.00000000
30976,2020-08-28,2020-09-08,10Estrela,AAA,Móveis,13,13,11,11,3815.5000,3377.2400,ativo,0,0.0000,1,489.3800,0,0,0,1,10,0,0,12,13,0.88513694
30976,2020-08-29,2020-11-25,10Estrela,AAA,Móveis,2,2,1,1,604.8000,544.9000,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,2,2,0.90095899
30976,2020-08-30,2020-09-18,10Estrela,AAA,Móveis,7,7,5,5,3559.2800,2575.3800,ativo,0,0.0000,0,0.0000,1,4,0,5,0,0,0,7,7,0.72356769
30976,2020-08-31,2020-09-10,10Estrela,AAA,Móveis,21,21,18,18,9023.2200,7358.9000,ativo,0,0.0000,0,0.0000,0,0,6,3,12,0,0,20,21,0.81555143
10138,2020-08-06,2020-08-19,MegaMamute,AAA,Tecnologia,11,11,2,2,11568.0300,1713.3100,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,7,11,0.14810733
30976,2020-08-12,2020-09-25,10Estrela,AAA,Móveis,2,2,2,2,368.1400,368.1400,ativo,0,0.0000,0,0.0000,0,2,0,2,0,0,0,2,2,1.00000000
30976,2020-08-14,2020-10-06,10Estrela,AAA,Móveis,1,1,0,0,102.2200,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-17,2020-11-05,10Estrela,AAA,Móveis,2,2,1,1,168.2400,84.1200,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,2,0.50000000
30976,2020-08-17,2020-11-16,10Estrela,AAA,Móveis,1,1,1,1,433.5300,433.5300,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-20,2020-10-08,10Estrela,AAA,Móveis,2,2,0,0,476.8200,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
30976,2020-08-25,2020-10-16,10Estrela,AAA,Móveis,1,1,0,0,253.3700,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-27,2020-10-01,10Estrela,AAA,Móveis,3,3,3,3,286.9500,286.9500,ativo,0,0.0000,0,0.0000,2,0,0,2,1,0,0,3,3,1.00000000
10138,2020-08-07,2020-09-04,MegaMamute,AAA,Tecnologia,1,1,1,1,1351.9200,1351.9200,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-27,2020-09-02,MegaMamute,AAA,Tecnologia,3,3,2,2,6539.3100,4351.2700,ativo,0,0.0000,1,2188.0400,0,0,0,1,0,1,0,1,3,0.66540201
30976,2020-08-25,2020-09-15,10Estrela,AAA,Móveis,2,2,2,2,575.2300,575.2300,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,2,2,1.00000000
10138,2020-08-02,2020-08-25,MegaMamute,AAA,Tecnologia,1,1,0,0,1217.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-11,2020-08-24,MegaMamute,AAA,Tecnologia,74,74,42,42,103107.6800,53319.5500,ativo,0,0.0000,2,2984.4400,0,0,0,1,39,2,0,31,74,0.51712491
10138,2020-08-18,2020-10-02,MegaMamute,AAA,Tecnologia,1,1,0,0,215.7900,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-29,2020-09-18,MegaMamute,AAA,Tecnologia,2,2,2,2,1724.5600,1724.5600,ativo,0,0.0000,0,0.0000,0,0,0,0,1,1,0,2,2,1.00000000
10138,2020-08-30,2020-09-08,MegaMamute,AAA,Tecnologia,102,104,68,70,137194.1200,88553.6500,ativo,0,0.0000,9,10182.8500,0,0,0,9,58,3,0,39,104,0.64546243
30976,2020-08-03,2020-08-21,10Estrela,AAA,Móveis,16,17,12,13,7033.3400,5329.7400,ativo,0,0.0000,1,508.0000,0,0,0,1,12,0,0,14,17,0.75778222
30976,2020-08-06,2020-08-21,10Estrela,AAA,Móveis,22,23,13,14,3721.8900,1936.4800,ativo,0,0.0000,0,0.0000,0,0,0,0,13,1,0,20,23,0.52029480
30976,2020-08-11,2020-10-19,10Estrela,AAA,Móveis,2,2,1,1,666.5300,154.9800,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,2,2,0.23251767
30976,2020-08-13,2020-11-04,10Estrela,AAA,Móveis,1,1,1,1,467.9800,467.9800,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-14,2020-09-23,10Estrela,AAA,Móveis,7,7,3,3,2007.3100,366.0500,ativo,0,0.0000,0,0.0000,0,2,0,2,1,0,0,5,7,0.18235848
10138,2020-08-03,2020-08-20,MegaMamute,AAA,Tecnologia,23,25,17,19,21600.1200,15860.7600,ativo,0,0.0000,0,0.0000,0,0,0,0,18,1,0,10,25,0.73429037
10138,2020-08-09,2020-08-20,MegaMamute,AAA,Tecnologia,17,18,8,9,19097.7000,9453.7800,ativo,0,0.0000,0,0.0000,0,0,0,0,7,2,0,10,18,0.49502191
10138,2020-08-25,2020-09-03,MegaMamute,AAA,Tecnologia,146,156,89,94,204108.9600,115732.1200,ativo,0,0.0000,12,15532.5100,0,0,0,6,86,2,0,32,156,0.56701146
10138,2020-08-26,2020-09-10,MegaMamute,AAA,Tecnologia,28,28,13,13,39931.8900,18999.0400,ativo,0,0.0000,0,0.0000,0,0,0,0,13,0,0,17,28,0.47578614
30976,2020-08-10,2020-09-17,10Estrela,AAA,Móveis,1,2,0,0,943.3600,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
30976,2020-08-20,2020-10-07,10Estrela,AAA,Móveis,1,1,0,0,10068.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-27,2020-09-24,10Estrela,AAA,Móveis,3,3,1,1,2177.3700,1803.0000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,3,3,0.82806321
30976,2020-08-27,2020-11-10,10Estrela,AAA,Móveis,1,1,0,0,201.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-05,2020-08-17,MegaMamute,AAA,Tecnologia,82,86,53,55,113101.5300,62210.6800,ativo,0,0.0000,2,2066.6400,0,0,0,2,49,4,0,30,86,0.55004278
10138,2020-08-19,2020-09-04,MegaMamute,AAA,Tecnologia,42,43,24,25,66726.4900,38586.2700,ativo,1,435.6200,2,1682.9200,0,0,0,0,22,2,0,14,43,0.57827513
10138,2020-08-25,2020-09-23,MegaMamute,AAA,Tecnologia,1,1,1,1,1297.0600,1297.0600,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,1,1,1.00000000
30976,2020-08-09,2020-09-04,10Estrela,AAA,Móveis,13,13,9,9,7323.3200,6123.9500,ativo,0,0.0000,1,488.2900,0,0,0,1,8,0,0,10,13,0.83622592
30976,2020-08-10,2020-09-09,10Estrela,AAA,Móveis,23,23,19,19,9484.6300,7307.0900,ativo,1,543.9000,1,543.9000,0,0,0,0,18,0,0,22,23,0.77041382
30976,2020-08-12,2020-10-19,10Estrela,AAA,Móveis,2,2,2,2,1019.0700,1019.0700,ativo,0,0.0000,0,0.0000,1,0,0,0,1,0,0,2,2,1.00000000
30976,2020-08-12,2020-10-28,10Estrela,AAA,Móveis,3,3,2,2,1304.0700,898.7700,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,3,0.68920380
30976,2020-08-13,2020-09-03,10Estrela,AAA,Móveis,12,12,9,9,3963.2800,2698.7000,ativo,0,0.0000,4,1135.0800,0,0,0,3,6,0,0,10,12,0.68092590
30976,2020-08-18,2020-09-01,10Estrela,AAA,Móveis,26,28,18,20,7060.4900,4123.6100,ativo,0,0.0000,1,475.9500,0,0,0,2,17,1,0,22,28,0.58404020
10138,2020-08-05,2020-08-24,MegaMamute,AAA,Tecnologia,9,9,5,5,10085.5000,5158.9700,ativo,0,0.0000,0,0.0000,0,0,0,0,5,0,0,8,9,0.51152347
10138,2020-08-19,2020-09-09,MegaMamute,AAA,Tecnologia,1,1,1,1,1268.7300,1268.7300,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-23,2020-09-25,MegaMamute,AAA,Tecnologia,1,1,1,1,1293.1800,1293.1800,ativo,0,0.0000,0,0.0000,0,1,0,0,0,0,0,1,1,1.00000000
10138,2020-08-29,2020-09-08,MegaMamute,AAA,Tecnologia,126,133,86,91,189689.6600,123879.5600,ativo,0,0.0000,11,19017.1200,0,0,0,8,78,5,0,47,133,0.65306438
30976,2020-08-06,2020-09-01,10Estrela,AAA,Móveis,7,8,4,4,2489.4300,1251.3700,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,7,8,0.50267330
30976,2020-08-06,2020-10-19,10Estrela,AAA,Móveis,1,1,1,1,239.4800,239.4800,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-12,2020-11-10,10Estrela,AAA,Móveis,1,1,1,1,456.4700,456.4700,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-12,2020-11-19,10Estrela,AAA,Móveis,1,1,1,1,489.8600,489.8600,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
30976,2020-08-17,2020-10-30,10Estrela,AAA,Móveis,2,2,2,2,584.8200,584.8200,ativo,0,0.0000,0,0.0000,1,0,0,1,1,0,0,2,2,1.00000000
30976,2020-08-23,2020-09-04,10Estrela,AAA,Móveis,14,16,12,14,5353.1100,3462.1700,ativo,3,671.2200,3,671.2200,0,0,0,1,8,2,0,13,16,0.64675861
30976,2020-08-24,2020-09-25,10Estrela,AAA,Móveis,1,2,1,2,809.8400,809.8400,ativo,0,0.0000,0,0.0000,0,2,0,2,0,0,0,1,2,1.00000000
30976,2020-08-28,2020-09-18,10Estrela,AAA,Móveis,9,9,8,8,4898.3600,4593.7500,ativo,0,0.0000,0,0.0000,0,7,0,7,1,0,0,7,9,0.93781388
10138,2020-08-28,2020-09-03,MegaMamute,AAA,Tecnologia,1,1,1,1,1677.3700,1677.3700,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-29,2020-09-30,MegaMamute,AAA,Tecnologia,2,4,1,2,2774.8600,1519.0000,ativo,0,0.0000,0,0.0000,2,0,0,2,0,0,0,2,4,0.54741500
30976,2020-08-18,2020-08-26,10Estrela,AAA,Móveis,3,3,3,3,619.9000,619.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,3,3,1.00000000
30976,2020-08-24,2020-09-18,10Estrela,AAA,Móveis,3,3,2,2,1300.9900,407.5500,ativo,0,0.0000,0,0.0000,0,1,0,0,1,0,0,3,3,0.31326144
30976,2020-08-25,2020-09-29,10Estrela,AAA,Móveis,2,2,1,1,294.5200,147.2600,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,2,0.50000000
30976,2020-08-04,2020-09-04,10Estrela,AAA,Móveis,5,7,2,3,2013.5400,1114.2600,ativo,0,0.0000,1,204.9000,0,0,0,1,2,0,0,6,7,0.55338359
30976,2020-08-08,2020-11-11,10Estrela,AAA,Móveis,1,1,1,1,616.9000,616.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-14,2020-09-17,10Estrela,AAA,Móveis,3,4,3,4,1451.1400,1451.1400,ativo,0,0.0000,0,0.0000,0,0,1,1,3,0,0,3,4,1.00000000
30976,2020-08-18,2020-09-18,10Estrela,AAA,Móveis,2,2,2,2,395.6200,395.6200,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,2,2,1.00000000
10138,2020-08-30,2020-09-25,MegaMamute,AAA,Tecnologia,1,1,0,0,440.9400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-04,2020-09-08,10Estrela,AAA,Móveis,2,2,2,2,728.2400,728.2400,ativo,1,139.9600,2,728.2400,0,0,0,1,0,0,0,2,2,1.00000000
30976,2020-08-08,2020-08-27,10Estrela,AAA,Móveis,7,9,7,9,1990.4100,1990.4100,ativo,0,0.0000,2,231.0400,0,0,0,1,8,0,0,6,9,1.00000000
30976,2020-08-18,2020-11-03,10Estrela,AAA,Móveis,2,2,2,2,817.8400,817.8400,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,1,2,1.00000000
30976,2020-08-20,2020-09-28,10Estrela,AAA,Móveis,3,5,3,5,1107.5200,1107.5200,ativo,0,0.0000,0,0.0000,0,4,0,3,1,0,0,3,5,1.00000000
30976,2020-08-23,2020-09-17,10Estrela,AAA,Móveis,4,4,1,1,3411.5600,298.4200,ativo,0,0.0000,0,0.0000,0,1,0,0,0,0,0,4,4,0.08747318
30976,2020-08-30,2020-11-11,10Estrela,AAA,Móveis,1,1,1,1,357.5200,357.5200,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-29,2020-09-16,MegaMamute,AAA,Tecnologia,10,10,3,3,17307.9000,7386.4500,ativo,0,0.0000,0,0.0000,0,2,0,2,1,0,0,7,10,0.42676755
30976,2020-08-03,2020-10-09,10Estrela,AAA,Móveis,1,1,1,1,224.7300,224.7300,ativo,0,0.0000,0,0.0000,0,1,0,0,0,0,0,1,1,1.00000000
30976,2020-08-11,2020-09-24,10Estrela,AAA,Móveis,2,2,2,2,403.1900,403.1900,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,2,2,1.00000000
30976,2020-08-16,2020-09-15,10Estrela,AAA,Móveis,3,3,2,2,915.2000,439.7200,ativo,0,0.0000,0,0.0000,0,0,1,1,1,0,0,3,3,0.48046329
30976,2020-08-25,2020-09-09,10Estrela,AAA,Móveis,16,16,11,11,5050.6600,3390.4000,ativo,1,350.4900,2,445.9500,0,0,0,1,9,0,0,12,16,0.67127861
30976,2020-08-25,2020-10-01,10Estrela,AAA,Móveis,6,6,2,2,1235.2900,404.6400,ativo,0,0.0000,0,0.0000,2,0,0,1,0,0,0,4,6,0.32756681
10138,2020-08-19,2020-08-26,MegaMamute,AAA,Tecnologia,1,1,1,1,725.8900,725.8900,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-29,2020-09-17,MegaMamute,AAA,Tecnologia,2,2,1,1,4424.0400,1526.8900,ativo,0,0.0000,0,0.0000,0,0,0,0,0,1,0,2,2,0.34513476
30976,2020-08-08,2020-09-10,10Estrela,AAA,Móveis,8,8,5,5,2044.6100,1730.8900,ativo,0,0.0000,0,0.0000,0,0,2,2,3,0,0,7,8,0.84656243
30976,2020-08-14,2020-08-26,10Estrela,AAA,Móveis,57,58,44,45,13109.5900,9519.8400,ativo,1,150.9700,4,923.8600,0,0,0,2,41,1,0,50,58,0.72617374
30976,2020-08-14,2020-09-10,10Estrela,AAA,Móveis,4,4,4,4,1681.3400,1681.3400,ativo,0,0.0000,0,0.0000,0,0,1,1,3,0,0,4,4,1.00000000
30976,2020-08-18,2020-08-31,10Estrela,AAA,Móveis,36,37,23,24,10572.8700,7113.4300,ativo,1,72.2100,5,647.4800,0,0,0,4,19,0,0,34,37,0.67280029
30976,2020-08-19,2020-10-15,10Estrela,AAA,Móveis,2,2,1,1,3177.3100,2895.0600,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,2,2,0.91116699
30976,2020-08-23,2020-10-01,10Estrela,AAA,Móveis,1,1,0,0,149.4100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-25,2020-09-02,10Estrela,AAA,Móveis,2,2,2,2,570.9000,570.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,2,1.00000000
30976,2020-08-25,2020-10-15,10Estrela,AAA,Móveis,1,1,0,0,404.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-31,2020-09-23,10Estrela,AAA,Móveis,22,22,18,18,7386.0200,6406.3200,ativo,0,0.0000,0,0.0000,9,0,0,8,9,0,0,21,22,0.86735752
10138,2020-08-10,2020-09-04,MegaMamute,AAA,Tecnologia,1,1,0,0,678.3200,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-26,2020-10-06,MegaMamute,AAA,Tecnologia,1,1,0,0,205.8400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-02,2020-09-09,10Estrela,AAA,Móveis,2,2,2,2,798.4300,798.4300,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,2,1.00000000
30976,2020-08-02,2020-09-11,10Estrela,AAA,Móveis,2,2,1,1,813.4300,241.1900,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.29650984
30976,2020-08-07,2020-09-01,10Estrela,AAA,Móveis,6,6,6,6,2751.9600,2751.9600,ativo,0,0.0000,1,388.2900,0,0,0,1,5,0,0,6,6,1.00000000
30976,2020-08-13,2020-11-13,10Estrela,AAA,Móveis,5,5,4,4,2360.6400,1870.7800,ativo,0,0.0000,0,0.0000,2,0,0,2,2,0,0,1,5,0.79248848
10138,2020-08-06,2020-08-31,MegaMamute,AAA,Tecnologia,2,2,0,0,1583.9400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
10138,2020-08-27,2020-09-04,MegaMamute,AAA,Tecnologia,1,1,1,1,1804.9000,1804.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-28,2020-09-25,MegaMamute,AAA,Tecnologia,1,1,0,0,1294.6200,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-31,2020-10-09,MegaMamute,AAA,Tecnologia,1,1,1,1,205.8400,205.8400,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-14,2020-10-27,10Estrela,AAA,Móveis,1,1,1,1,100.8800,100.8800,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-19,2020-11-12,10Estrela,AAA,Móveis,2,2,1,1,912.5200,456.2600,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,2,0.50000000
30976,2020-08-20,2020-10-19,10Estrela,AAA,Móveis,1,1,1,1,281.0400,281.0400,ativo,0,0.0000,0,0.0000,0,0,0,0,0,1,0,1,1,1.00000000
30976,2020-08-21,2020-09-03,10Estrela,AAA,Móveis,22,23,18,18,4652.3400,3777.4700,ativo,4,744.9100,4,744.9100,0,0,0,0,14,0,0,20,23,0.81195055
30976,2020-08-25,2020-11-20,10Estrela,AAA,Móveis,1,1,1,1,514.0300,514.0300,ativo,0,0.0000,0,0.0000,0,0,0,0,0,1,0,1,1,1.00000000
10138,2020-08-01,2020-08-13,MegaMamute,AAA,Tecnologia,2,2,2,2,2526.5500,2526.5500,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,2,1.00000000
10138,2020-08-03,2020-08-14,MegaMamute,AAA,Tecnologia,4,4,3,3,5064.7400,3900.4800,ativo,0,0.0000,0,0.0000,0,0,0,0,2,1,0,4,4,0.77012443
30976,2020-08-07,2020-09-16,10Estrela,AAA,Móveis,4,4,3,3,2080.4500,1753.7000,ativo,0,0.0000,0,0.0000,0,0,1,1,2,0,0,4,4,0.84294263
30976,2020-08-10,2020-10-06,10Estrela,AAA,Móveis,1,1,0,0,151.0400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-15,2020-10-29,10Estrela,AAA,Móveis,2,2,2,2,889.5900,889.5900,ativo,0,0.0000,0,0.0000,2,0,0,2,0,0,0,2,2,1.00000000
30976,2020-08-23,2020-09-22,10Estrela,AAA,Móveis,2,2,2,2,287.4500,287.4500,ativo,0,0.0000,0,0.0000,0,2,0,1,0,0,0,2,2,1.00000000
10138,2020-08-01,2020-08-07,MegaMamute,AAA,Tecnologia,15,15,9,9,16440.5000,10747.1000,ativo,0,0.0000,3,5084.7000,0,0,0,0,9,0,0,6,15,0.65369666
10138,2020-08-16,2020-09-16,MegaMamute,AAA,Tecnologia,1,1,1,1,804.9500,804.9500,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-19,2020-09-11,MegaMamute,AAA,Tecnologia,2,2,1,1,3676.0300,1958.1300,ativo,0,0.0000,0,0.0000,0,0,1,1,0,0,0,2,2,0.53267520
30976,2020-08-10,2020-10-29,10Estrela,AAA,Móveis,1,1,1,1,337.1100,337.1100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-21,2020-09-24,10Estrela,AAA,Móveis,1,1,0,0,471.8900,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-23,2020-09-30,10Estrela,AAA,Móveis,5,5,3,3,2292.8400,1725.1800,ativo,0,0.0000,0,0.0000,2,0,0,2,1,0,0,4,5,0.75242058
30976,2020-08-23,2020-10-15,10Estrela,AAA,Móveis,1,1,1,1,43.3000,43.3000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-24,2020-09-04,10Estrela,AAA,Móveis,29,29,24,24,6768.3500,5671.0000,ativo,0,0.0000,2,330.3800,0,0,0,2,22,0,0,23,29,0.83787038
30976,2020-08-28,2020-10-01,10Estrela,AAA,Móveis,1,1,0,0,350.7500,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-28,2020-10-30,10Estrela,AAA,Móveis,2,2,2,2,608.5700,608.5700,ativo,0,0.0000,0,0.0000,2,0,0,0,0,0,0,2,2,1.00000000
10138,2020-08-12,2020-08-27,MegaMamute,AAA,Tecnologia,9,9,6,6,11915.4900,8068.3300,ativo,0,0.0000,0,0.0000,0,0,0,0,4,2,0,8,9,0.67712952
10138,2020-08-16,2020-08-28,MegaMamute,AAA,Tecnologia,8,8,5,5,10053.7900,5757.8700,ativo,0,0.0000,0,0.0000,0,0,0,0,5,0,0,7,8,0.57270641
10138,2020-08-27,2020-09-30,MegaMamute,AAA,Tecnologia,1,1,1,1,276.0300,276.0300,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-30,2020-09-11,MegaMamute,AAA,Tecnologia,16,16,12,12,19617.0500,15170.5200,ativo,0,0.0000,0,0.0000,0,0,3,3,6,3,0,11,16,0.77333340
10138,2020-08-31,2020-09-08,MegaMamute,AAA,Tecnologia,3,3,2,2,5429.5500,3619.7000,ativo,0,0.0000,1,1809.8500,0,0,0,1,1,0,0,1,3,0.66666667
30976,2020-08-22,2020-09-25,10Estrela,AAA,Móveis,1,1,1,1,53.3200,53.3200,ativo,0,0.0000,0,0.0000,0,0,0,0,0,1,0,1,1,1.00000000
30976,2020-08-25,2020-10-06,10Estrela,AAA,Móveis,1,1,1,1,489.3900,489.3900,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-28,2020-11-25,10Estrela,AAA,Móveis,1,1,0,0,544.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-27,2020-09-03,MegaMamute,AAA,Tecnologia,6,6,3,3,11249.7000,5809.7400,ativo,0,0.0000,1,2183.1000,0,0,0,0,3,0,0,2,6,0.51643510
10138,2020-08-28,2020-09-21,MegaMamute,AAA,Tecnologia,6,7,4,5,15540.1200,12470.3600,ativo,0,0.0000,0,0.0000,0,4,0,4,1,0,0,4,7,0.80246227
30976,2020-08-02,2020-09-23,10Estrela,AAA,Móveis,2,4,2,4,878.6000,878.6000,ativo,0,0.0000,0,0.0000,0,2,0,2,2,0,0,2,4,1.00000000
30976,2020-08-02,2020-09-29,10Estrela,AAA,Móveis,2,2,2,2,509.3000,509.3000,ativo,0,0.0000,0,0.0000,0,1,0,0,1,0,0,2,2,1.00000000
30976,2020-08-10,2020-09-16,10Estrela,AAA,Móveis,8,8,6,6,2271.0600,1708.5900,ativo,0,0.0000,0,0.0000,0,0,3,2,3,0,0,8,8,0.75233151
30976,2020-08-14,2020-09-15,10Estrela,AAA,Móveis,4,4,3,3,1664.5900,1298.6900,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,4,4,0.78018611
